Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Chris → Ali,Greenland (2020),Greenland (2020) {imdb-tt7737786} [Remux-1080p][DTS-HD MA 5.1][h264].mkv,20.54,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Greenland.2020.1080p.Repack2.BluRay.DD+7.1.x264-iFT.mkv
Chris → Ali,Vanquish (2021),Vanquish (2021) {imdb-tt5932368} [Remux-1080p][DTS-HD MA 5.1][AVC]-FraMeSToR.mkv,19.60,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Vanquish (2021) {imdb-tt5932368} [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv
Chris → Ali,Mickey Blue Eyes (1999),Mickey Blue Eyes (1999) {imdb-tt0130121} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-alfaHD.mkv,8.90,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Mickey Blue Eyes (1999) {imdb-tt0130121} [WEBDL-1080p][AC3 5.1][x264]-DiMEPiECE.mkv
Chris → Ali,Emily the Criminal (2022),Emily the Criminal (2022) {imdb-tt15255876} [Remux-1080p][DTS-HD MA 5.1][h264]-TRiToN.mkv,20.23,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,Emily the Criminal 2022 BluRay 1080p DDP5.1 x264-LEGi0N.mkv
Chris → Ali,Crank High Voltage (2009),Crank High Voltage (2009) {imdb-tt1121931} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-GPRS.mkv,6.40,1250,"Chris's version is higher quality (score: 1250 vs 800, diff: +450)",YES,Crank.2.High.Voltage.2009.1080.BluRay.DTS-ES.x264-DON.mkv
Chris → Ali,Scary Movie 5 (2013),Scary Movie 5 (2013) {imdb-tt0795461} [Remux-1080p][DTS-HD MA 5.1][h264]-FraMeSToR.mkv,16.57,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,Scary Movie 5 (2013) {imdb-tt0795461} - [Bluray-1080p][AC3 5.1][x264]-playHD.mkv
Chris → Ali,"White Tiger, The (2020)",The White Tiger (2021) {imdb-tt6571548} [WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,4.22,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,The.White.Tiger.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv
Chris → Ali,"Adventures of Ford Fairlane, The (1990)",The Adventures of Ford Fairlane (1990) {imdb-tt0098987} [Remux-1080p][TrueHD 5.1][h264].mkv,20.79,1900,"Chris's version is higher quality (score: 1900 vs 1550, diff: +350)",YES,The Adventures of Ford Fairlane (1990) {imdb-tt0098987} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4
Chris → Ali,Radio Days (1987),Radio Days (1987) {imdb-tt0093818} [Remux-1080p][FLAC 1.0][AVC]-BMF.mkv,22.00,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Radio Days (1987) {imdb-tt0093818} [Bluray-1080p][DTS-HD MA 1.0][x264]-GeneMige.mkv
Chris → Ali,Descendants 3 (2019),Descendants 3 (2019) {imdb-tt8022928} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-NTG.mkv,7.65,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Descendants.3.2019.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv
Chris → Ali,Halloween 5 The Revenge of Michael Myers (1989),Halloween 5 The Revenge of Michael Myers (1989) {imdb-tt0097474} [Bluray-1080p][EAC3 7.1][x264]-LoRD.mkv,18.46,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Halloween.5.The.Revenge.of.Michael.Myers.1989.1080p.BluRay.DDP7.1.x264-iFT.mkv
Chris → Ali,Locke (2013),Locke (2014) {imdb-tt2692904} [Bluray-1080p][EAC3 5.1][x264]-LoRD.mkv,10.28,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Locke (2014) {imdb-tt2692904} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv
Chris → Ali,Medieval (2022),Medieval (2022) {imdb-tt8883486} [Remux-1080p][DTS-HD MA 5.1][AVC]-HDT.mkv,16.21,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,Medieval (2022) {imdb-tt8883486} [Bluray-1080p][AC3 5.1][x264]-playHD.mkv
Chris → Ali,Frosty the Snowman (1969),Frosty the Snowman (1969) {imdb-tt0064349} [Remux-1080p][TrueHD 5.1][h264]-FraMeSToR.mkv,5.67,1750,"Chris's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,Frosty the Snowman (1969) {imdb-tt0064349} [Bluray-1080p][Opus 5.1][x264]-RetroPeeps.mkv
Chris → Ali,Wedding Season (2022),Wedding Season (2022) {imdb-tt11426572} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,2.93,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Wedding.Season.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv
Chris → Ali,"Love, Classified (2022)","Love, Classified (2022) {imdb-tt17506016} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-CBON.mkv",4.64,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Love.Classified.2022.1080p.AMZN.WEB-DL.DDP2.0.H.264-CBON.mkv
Chris → Ali,Bodies Bodies Bodies (2022),Bodies Bodies Bodies (2022) {imdb-tt8110652} [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,13.37,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Bodies.Bodies.Bodies.2022.1080p.BluRay.DDP7.1.x264-iFT.mkv
Chris → Ali,Gravity (2013),Gravity (2013) {imdb-tt1454468} [Remux-1080p][TrueHD Atmos 7.1][AVC]-FraMeSToR.mkv,17.79,1750,"Chris's version is higher quality (score: 1750 vs 1500, diff: +250)",YES,Gravity.2013.Diamond.Luxe.Edition.BluRay.1080p.TrueHD.Atmos.7.1.AVC.REMUX-FraMeSToR.mkv
Chris → Ali,Vision Quest (1985),Vision Quest (1985) {imdb-tt0090270} [Remux-1080p][DTS-HD MA 2.0][AVC]-PTM.mkv,27.70,1500,"Chris's version is higher quality (score: 1500 vs 1250, diff: +250)",YES,Vision Quest (1985) {imdb-tt0090270} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-AESop.mkv
Chris → Ali,"Voyeurs, The (2021)",Voyeur(s) (2020) {imdb-tt16148542} [AMZN][WEBDL-1080p Proper][EAC3 5.1][h264]-FLUX.mkv,8.17,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,The.Voyeurs.2021.REPACK.1080p.AMZN.WEB-DL.DDP5.1.H.264-FLUX.mkv
Chris → Ali,Friday the 13th Part VIII Jason Takes Manhattan (1989),Friday the 13th Part VIII Jason Takes Manhattan (1989) {imdb-tt0097388} [Remux-1080p][DTS-HD MA 5.1][AVC]-EPSiLON.mkv,15.30,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Friday the 13th Part VIII Jason Takes Manhattan (1989) {imdb-tt0097388} [Bluray-1080p][EAC3 5.1][x264]-hdalx.mkv
Chris → Ali,"Journal for Jordan, A (2021)",A Journal for Jordan (2021) {imdb-tt0995854} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,14.47,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,A.Journal.for.Jordan.2021.1080p.BluRay.DDP5.1.x264-iFT.mkv
Chris → Ali,Fright Night (1985),Fright Night (1985) {imdb-tt0089175} [Remux-1080p][DTS-HD MA 5.1][x264]-LEGi0N.mkv,28.22,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,Fright Night.1985.1080p.BluRay.DDP7.1.x264-iFT.mkv
Chris → Ali,Swan Song (2021),Swan Song (2021) {imdb-tt10832274} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,16.71,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Swan.Song.2021.1080p.BluRay.DDP5.1.x264-iFT.mkv
Chris → Ali,Die Hard (1988),Die Hard (1988) {imdb-tt0095016} [Bluray-1080p][AC3 5.1][x265].mkv,4.49,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Die Hard (1988) {imdb-tt0095016} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Chris → Ali,Mrs. Harris Goes to Paris (2022),Mrs. Harris Goes to Paris (2022) {imdb-tt5151570} [Bluray-1080p Proper][EAC3 5.1][x264]-c0kE.mkv,15.34,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Mrs.Harris.Goes.to.Paris.2022.REPACK.Hybrid.1080p.BluRay.DDP.5.1.x264-c0kE.mkv
Chris → Ali,Hack-O-Lantern (1988),Hack-O-Lantern (1988) {imdb-tt0093135} [Remux-1080p][AC3 2.0][AVC]-EPSiLON.mkv,15.04,1600,"Chris's version is higher quality (score: 1600 vs 1400, diff: +200)",YES,Hack-O-Lantern (1988) {imdb-tt0093135} [Bluray-1080p][AC3 2.0][x264]-WiSDOM.mkv
Chris → Ali,Resident Evil Vendetta (2017),Resident Evil Vendetta (2017) {imdb-tt5776208} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-LEGi0N.mkv,18.29,1730,"Chris's version is higher quality (score: 1730 vs 1550, diff: +180)",YES,Resident Evil Vendetta 2017 1080p BluRay DDP 7.1 DV x265-LEGi0N.mkv
Chris → Ali,Ju-on The Grudge (2002),Ju-on The Grudge (2002) {imdb-tt0364385} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-c0kE.mkv,18.09,1730,"Chris's version is higher quality (score: 1730 vs 1450, diff: +280)",YES,Ju-on The Grudge (2002) {imdb-tt0364385} - [Bluray-1080p Proper][EAC3 5.1][x264]-c0kE.mkv
Chris → Ali,Jingle Jangle A Christmas Journey (2020),Jingle Jangle A Christmas Journey (2020) {imdb-tt7736496} [WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,4.73,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Jingle.Jangle.a.Christmas.Journey.2020.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-CMRG.mkv
Chris → Ali,Mad Max 2 The Road Warrior (1981),Mad Max 2 (1981) {imdb-tt0082694} [Bluray-1080p][AC3 5.1][x264].mkv,7.95,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Mad.Max.2.1981.1080p.BluRay.DTS.x264-CtrlHD.mkv
Chris → Ali,Yes Day (2021),Yes Day (2021) {imdb-tt8521876} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-MZABI.mkv,3.15,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,YES.DAY.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-ART3MiS.mkv
Chris → Ali,"Minute You Wake Up Dead, The (2022)",The Minute You Wake Up Dead (2022) {imdb-tt11833408} [Bluray-1080p][EAC3 5.1][x264]-LEGi0N.mkv,10.68,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,The Minute You Wake up Dead 2022 BluRay 1080p DDP5.1 x264-LEGi0N.mkv
Chris → Ali,Abbott and Costello Go to Mars (1953),Abbott and Costello Go to Mars (1953) {imdb-tt0045468} [Remux-1080p][FLAC 2.0][AVC]-EPSiLON.mkv,17.22,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Abbott and Costello Go to Mars (1953) {imdb-tt0045468} - [Bluray-1080p][FLAC 2.0][x264]-RetroPeeps.mkv
Chris → Ali,"Souvenir, The (2019)",Souvenir (2021) {imdb-tt6473982} [Remux-1080p][DTS-HD MA 5.1][AVC]-LEGi0N.mkv,31.53,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,The Souvenir (2019) {imdb-tt6920356} [Bluray-1080p][EAC3 5.1][x264]-EA.mkv
Chris → Ali,The Tale of Despereaux (2008),The Tale of Despereaux (2008) {imdb-tt0420238} [Remux-1080p][DTS-HD MA 5.1][VC1]-EPSiLON.mkv,18.25,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,The Tale of Despereaux (2008) {imdb-tt0420238} [Bluray-1080p][DTS-HD MA 5.1][VC1]-GBS.mkv
Chris → Ali,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953),Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953) {imdb-tt0045469} [Remux-1080p][FLAC 2.0][AVC]-EPSiLON.mkv,17.38,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953) {imdb-tt0045469} [Bluray-1080p][FLAC 2.0][x264]-RetroPeeps.mkv
Chris → Ali,Chasing Amy (1997),Chasing Amy (1997) {imdb-tt0118842} [Remux-1080p][DTS-HD MA 5.1][VC1]-KRaLiMaRKo.mkv,19.42,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Chasing.Amy.1997.1080p.BluRay.DTS.x264-FoRM.mkv
Chris → Ali,I Came By (2022),I Came By (2022) {imdb-tt15083184} [NF][WEBDL-1080p][DV][EAC3 Atmos 5.1][HEVC]-FLUX.mkv,5.11,1400,"Chris's version is higher quality (score: 1400 vs 1350, diff: +50)",YES,I.Came.By.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.DV.HEVC-FLUX.mkv
Chris → Ali,Dirty Rotten Scoundrels (1988),Dirty Rotten Scoundrels (1988) {imdb-tt0095031} [Bluray-1080p][AAC 5.1][x265]-HD.mkv,7.34,1380,"Chris's version is higher quality (score: 1380 vs 1300, diff: +80)",YES,Dirty Rotten Scoundrels (1988) {imdb-tt0095031} [Bluray-1080p][DTS 5.1][x264]-CRiSC.mkv
Chris → Ali,Best of Stand-up 2020 (2020),Best of Stand-up 2020 (2020) {imdb-tt13649688} [NF][WEBDL-1080p][EAC3 5.1][x264]-NTb.mkv,1.84,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Best.of.Stand-Up.2020.1080p.NF.WEB-DL.DDP5.1.H.264-NTb.mkv
Chris → Ali,Capone (2020),Capone (2020) {imdb-tt6199572} [Bluray-1080p][AC3 5.1][x264].mkv,7.51,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Capone (2020) {imdb-tt6199572} [Bluray-1080p][DTS 5.1][x264]-iFT.mkv
Chris → Ali,Nine Months (1995),Nine Months (1995) {imdb-tt0113986} [Remux-1080p][DTS-HD MA 5.1][AVC]-EPSiLON.mkv,19.89,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,Nine Months (1995) {imdb-tt0113986} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv
Chris → Ali,Mr. Harrigan's Phone (2022),Mr. Harrigan's Phone (2022) {imdb-tt12908110} [NF][WEBDL-1080p][HDR10][EAC3 Atmos 5.1][h265]-SMURF.mkv,1.42,1550,"Chris's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Mr. Harrigans Phone (2022) {imdb-tt12908110} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Chris → Ali,"Officer and a Gentleman, An (1982)",An Officer and a Gentleman (1982) {imdb-tt0084434} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,18.39,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,An.Officer.and.a.Gentleman.1982.1080p.BluRay.x264-DON.mkv
Chris → Ali,E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial (1982) {imdb-tt0083866} [Remux-1080p][DTS-HD MA 7.1][h264].mkv,27.96,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,E.T.The.Extra-Terrestrial.1982.1080p.BluRay.DTS.x264-CtrlHD.mkv
Chris → Ali,Hunting Ava Bravo (2022),Hunting Ava Bravo (2022) {imdb-tt13872380} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,3.46,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Hunting.Ava.Bravo.2022.1080p.AMZN.WEB-DL.DDP5.1.H264-CMRG.mkv
Chris → Ali,"Christmas Story Christmas, A (2022)",A Christmas Story Christmas (2022) {imdb-tt17220704} [HMAX][WEBDL-1080p][EAC3 Atmos 5.1][x264]-dB.mkv,6.42,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,A.Christmas.Story.Christmas.2022.1080p.HMAX.WEB-DL.DDP5.1.Atmos.H.264-dB.mkv
Chris → Ali,Brothers (2009),Brothers (2009) {imdb-tt0765010} [Bluray-1080p][EAC3 5.1][x264]-LoRD.mkv,11.08,1450,"Chris's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Brothers (2009) {imdb-tt0765010} - [Bluray-1080p][DTS 5.1][x264]-EbP.mkv
Chris → Ali,Good Will Hunting (1997),Good Will Hunting (1997) {imdb-tt0119217} [Bluray-1080p][EAC3 5.1][x264]-Kanashii.mkv,8.39,1450,"Chris's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Good Will Hunting (1997) {imdb-tt0119217} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv
Chris → Ali,A Christmas Carol (1984),A Christmas Carol (1984) {imdb-tt0087056} [Remux-1080p][DTS-HD MA 5.1][AVC]-EPSiLON.mkv,25.44,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,A Christmas Carol (2009) {imdb-tt1067106} [Bluray-1080p][AC3 5.1][x264]-DON.mkv
Chris → Ali,Into the Blue (2005),Into the Blue (2005) {imdb-tt0378109} [Remux-1080p][DTS-HD MA 5.1][AVC]-KRaLiMaRKo.mkv,30.84,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Into the Blue (2005) {imdb-tt0378109} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv
Chris → Ali,Fleshpot on 42nd Street (1973),Fleshpot on 42nd Street (1973) {imdb-tt0062980} [Remux-1080p][FLAC 1.0][AVC]-KRaLiMaRKo.mkv,21.34,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Fleshpot on 42nd Street (1973) {imdb-tt0062980} [Bluray-1080p][FLAC 1.0][x264]-HANDJOB.mkv
Chris → Ali,The Manchurian Candidate (2004),The Manchurian Candidate (2004) {imdb-tt0368008} [Remux-1080p][DTS 5.1][MPEG2]-KRaLiMaRKo.mkv,31.72,1500,"Chris's version is higher quality (score: 1500 vs 1450, diff: +50)",YES,The Manchurian Candidate (2004) {imdb-tt0368008} [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv
Chris → Ali,No Exit (2022),No Exit (2022) {imdb-tt7550014} [DSNP][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,4.73,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,No.Exit.2022.1080p.HULU.WEB-DL.DDP5.1.H.264-TEPES.mkv
Chris → Ali,Fire of Love (2022),Fire of Love (2022) {imdb-tt16227014} [DSNP][WEBDL-1080p][EAC3 5.1][h264]-APEX.mkv,5.30,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,Fire.of.Love.2022.1080p.DSNP.WEB-DL.DDP5.1.H.264-APEX.mkv
Chris → Ali,When the Game Stands Tall (2014),When the Game Stands Tall (2014) {imdb-tt2247476} [Remux-1080p][DTS-HD MA 5.1][AVC]-TRiToN.mkv,23.87,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,When the Game Stands Tall (2014) {imdb-tt2247476} [Bluray-1080p][AC3 5.1][x264]-VietHD.mkv
Chris → Ali,Mongol (2007),Mongol The Rise of Genghis Khan (2007) {imdb-tt0416044} [Bluray-1080p][AC3 5.1][x264]-HANGOVER.mkv,7.95,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Mongol.2007.1080p.BluRay.x264-HANGOVER.mkv
Chris → Ali,Dreamcatcher (2003),Dreamcatcher (2003) {imdb-tt0285531} [Bluray-1080p][AAC 5.1][x265].mkv,10.72,1380,"Chris's version is higher quality (score: 1380 vs 1300, diff: +80)",YES,Dreamcatcher (2003) {imdb-tt0285531} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv
Chris → Ali,Girl on a Bicycle (2013),Girl on a Bicycle (2013) {imdb-tt1686042} [Bluray-1080p][AC3 5.1][x264]-SADPANDA.mkv,6.55,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Girl.on.a.Bicycle.2013.1080p.BluRay.x264-SADPANDA.mkv
Chris → Ali,"Abominable Snowman, The (1957)",The Abominable Snowman (1957) {imdb-tt0050095} [Remux-1080p][FLAC 2.0][AVC]-FraMeSToR.mkv,19.29,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,The Abominable Snowman (1957) {imdb-tt0050095} [Bluray-1080p][AC3 2.0][x264]-KESH.mkv
Chris → Ali,Ride Along 2 (2016),Ride Along 2 (2016) {imdb-tt2869728} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,6.09,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Ride Along 2 (2016) {imdb-tt2869728} [Bluray-1080p][DTS-HD MA 5.1][x264]-iFT.mkv
Chris → Ali,IMAX Australia - Land Beyond Time (2002),Australia Land Beyond Time (2002) {imdb-tt0325033} [Remux-1080p][AC3 5.1][MPEG2].mkv,11.73,1600,"Chris's version is higher quality (score: 1600 vs 1400, diff: +200)",YES,Australia Land Beyond Time (2002) {imdb-tt0325033} [Bluray-1080p][AC3 5.1][x264]-vHD.mkv
Chris → Ali,"Last of the High Kings, The (1996)",The Last of the High Kings (1996) {imdb-tt0116833} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-PLiSSKEN.mkv,10.42,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,The.Last.of.the.High.Kings.1996.1080p.AMZN.WEB-DL.DDP2.0.H.264-PLiSSKEN.mkv
Chris → Ali,Live and Let Die (1973),Live and Let Die (1973) {imdb-tt0070328} [Bluray-1080p][AC3 5.1][x265].mkv,4.00,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Live and Let Die (1973) {imdb-tt0070328} [Bluray-1080p][DTS 5.1][x264]-NTb.mkv
Chris → Ali,Saving Private Ryan (1998),Saving Private Ryan (1998) {imdb-tt0120815} [Bluray-1080p][HDR10][EAC3 7.1][x265]-NCmt.mkv,41.84,1750,"Chris's version is higher quality (score: 1750 vs 1730, diff: +20)",YES,Saving Private Ryan (1998) {imdb-tt0120815} [Hybrid][Bluray-1080p][DV HDR10Plus][EAC3 Atmos 5.1][x265]-HiDt.mkv
Chris → Ali,Studio 54 (2018),Studio 54 (2018) {imdb-tt5773986} [Remux-1080p][TrueHD 5.1][AVC]-EPSiLON.mkv,19.60,1750,"Chris's version is higher quality (score: 1750 vs 1250, diff: +500)",YES,Studio 54 (2018) {imdb-tt5773986} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BLOOM.mkv
Chris → Ali,What Love Is (2007),What Love Is (2007) {imdb-tt0439876} [AMZN][WEBDL-1080p][EAC3 5.1][x264]-ABM.mkv,6.25,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,What.Love.Is.2007.1080p.AMZN.WEB-DL.DDP5.1.x264-ABM.mkv
Chris → Ali,Tucker and Dale vs Evil (2010),Tucker.and.Dale.vs.Evil.2010.1080p.BluRay.x264.DTSHD.MA-TBB.mkv,9.69,1540,"Chris's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,Tucker and Dale vs. Evil (2010) {imdb-tt1465522} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv
Chris → Ali,Archive (2020),Archive (2020) {imdb-tt6882604} [Bluray-1080p][EAC3 5.1][x264]-DiRTYSODA.mkv,10.19,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Archive 2020 1080p BluRay DDP5.1 x264-DiRTYSODA.mkv
Chris → Ali,Damsel (2018),Damsel (2018) {imdb-tt5881528} [Bluray-1080p][DTS 5.1][x264].mkv,7.65,1300,"Chris's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Damsel (2024) {imdb-tt13452446} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Chris → Ali,Restrepo (2010),Restrepo (2010) {imdb-tt1559549} [Bluray-1080p][AC3 5.1][x264].mkv,7.95,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Restrepo.2010.1080p.BluRay.DTS.x264-BMF.mkv
Chris → Ali,Megamind (2010),Megamind (2010) {imdb-tt1001526} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,6.48,1400,"Chris's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Megamind.2010.1080p.BluRay.x264-EbP.mkv
Chris → Ali,Clean (2022),Clean (2022) {imdb-tt10023022} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,10.42,1450,"Chris's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,Clean.2021.1080p.BluRay.DDP5.1.x264-iFT.mkv
Chris → Ali,Where the Crawdads Sing (2022),Where the Crawdads Sing (2022) {imdb-tt9411972} [Remux-1080p][DTS-HD MA 5.1][h264]-HDT.mkv,23.74,1500,"Chris's version is higher quality (score: 1500 vs 1400, diff: +100)",YES,Where.the.Crawdads.Sing.2022.1080p.BluRay.DDP5.1.x264-iFT.mkv
Chris → Ali,Pet Sematary II (1992),Pet Sematary II (1992) {imdb-tt0105128} [Remux-1080p][DTS-HD MA 5.1][AVC]-KRaLiMaRKo.mkv,27.27,1500,"Chris's version is higher quality (score: 1500 vs 1300, diff: +200)",YES,Pet Sematary II (1992) {imdb-tt0105128} [Bluray-1080p][DTS-HD MA 5.1][x264]-OLDTiME.mkv
Chris → Ali,Moana (2016),Moana (2016) {imdb-tt3521164} [WEBDL-1080p][AAC 2.0][AV1].mkv,4.23,1430,"Chris's version is higher quality (score: 1430 vs 1400, diff: +30)",YES,Moana (2016) {imdb-tt3521164} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv
Chris → Ali,My Policeman (2022),My Policeman (2022) {imdb-tt13139228} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,5.85,1250,"Chris's version is higher quality (score: 1250 vs 1200, diff: +50)",YES,My.Policeman.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-FLUX.mkv
Chris → Ali,Twilight (2008),Twilight (2008) {imdb-tt1099212} [Bluray-1080p][HDR10][EAC3 7.1][x265]-TDD.mkv,14.75,1750,"Chris's version is higher quality (score: 1750 vs 1450, diff: +300)",YES,Twilight (2008) {imdb-tt1099212} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv
