Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Ali → Chris,Now & Later (2009),Now.and.Later.2009.1080p.BluRay.x264-HANDJOB-AlteZachen.mkv,7.61,1300,Only Ali has this file,NO,N/A
Ali → Chris,Kajaki (2014),Kajaki (2014) {imdb-tt3622120} [Bluray-1080p][AC3 5.1][x264]-NTb.mkv,8.08,1400,Only Ali has this file,NO,N/A
Ali → Chris,"Terminator, The (1984)",The Terminator (1984) {imdb-tt0088247} - [Bluray-1080p][TrueHD Atmos 7.1][DV HDR10Plus][h265]-Robo29.mkv,7.55,1830,Only Ali has this file,NO,N/A
Ali → Chris,Peter Pan (2003),peter.pan.2003.1080p.bluray.dts.x264-ctrlhd.mkv,8.74,1300,Ali has additional version (lower quality: 1300 vs 1300),NO,N/A
Ali → Chris,Inside Man (2023),Inside Man (2023) {imdb-tt18071320} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,5.87,1250,Ali has additional version (lower quality: 1250 vs 1400),NO,N/A
Ali → Chris,Frida (2024),Frida (2024) {imdb-tt30319555} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,4.43,1250,Ali has additional version (lower quality: 1250 vs 1300),NO,N/A
Ali → Chris,Rurouni Kenshin Part I Origins (2012),Rurouni Kenshin Part I Origins (2012) {imdb-tt1979319} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,15.03,1300,Only Ali has this file,NO,N/A
Ali → Chris,Before the Rain (1994),Before the Rain (1994) {imdb-tt0110882} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv,10.83,1300,Only Ali has this file,NO,N/A
Ali → Chris,Scary Movie (1991),Scary.Movie.1991.1080P.BLURAY.X264-WATCHABLE.mkv,9.31,1300,Ali has additional version (lower quality: 1300 vs 1400),NO,N/A
Ali → Chris,Tyler Perrys Finding Joy (2025),Tyler Perrys Finding Joy (2025) {imdb-tt31193547} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,5.97,1250,Only Ali has this file,NO,N/A
Ali → Chris,Captain America 4 (),Captain America Brave New World (2025) {imdb-tt14513804} [Bluray-1080p][TrueHD Atmos 7.1][x264]-PirateM.mkv,15.82,1550,Only Ali has this file,NO,N/A
Ali → Chris,Prey (),Prey (2022) {imdb-tt11866324} - [Bluray-1080p Proper][TrueHD Atmos 7.1][x264]-Xewdy.mkv,13.24,1550,Only Ali has this file,NO,N/A
Ali → Chris,Julie and Julia (2009),Julie and Julia (2009) {imdb-tt1135503} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,7.37,1400,Only Ali has this file,NO,N/A
Ali → Chris,Batman vs. Two-Face (2017),batman.vs.two.face.2017.1080p.bluray.x264-invandraren.mkv,4.37,1300,Only Ali has this file,NO,N/A
Ali → Chris,Valentine (2001),Valentine.2001.BluRay.1080p.DD.5.1.x264-BHDStudio.mp4,5.76,1400,Only Ali has this file,NO,N/A
Ali → Chris,Fixed (2025),Fixed (2025) {imdb-tt8785038} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,3.47,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Gambler (2014),The Gambler (2014) {imdb-tt2039393} [WEBDL-2160p][AC3 5.1][h265]-HEATHEN.mkv,11.84,1700,Only Ali has this file,NO,N/A
Ali → Chris,As You Are (2016),As.You.Are.2016.1080p.AMZN.WEB-DL.DD+5.1.H.264-NTG.mkv,5.60,1250,Only Ali has this file,NO,N/A
Ali → Chris,Nate Bargatze The Greatest Average American (2021),Nate Bargatze The Greatest Average American (2021) {imdb-tt14078164} [WEBDL-1080p][EAC3 5.1][x264]-stout.mkv,1.77,1250,Only Ali has this file,NO,N/A
Ali → Chris,Anything's Possible (2022),Anythings Possible (2022) {imdb-tt11464446} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,6.45,1250,Only Ali has this file,NO,N/A
Ali → Chris,Desire (2011),Q 2011.1080p BluRay DTS x264-VietHD.mkv,7.77,1300,Only Ali has this file,NO,N/A
Ali → Chris,Deuce Bigalow Male Gigolo (1999),Deuce Bigalow Male Gigolo (1999) {imdb-tt0205000} [AMZN][WEBDL-1080p][EAC3 5.1][x264]-SiGMA.mkv,7.37,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Killer (2024),The Killer (2024) {imdb-tt1121948} [Bluray-1080p][EAC3 5.1][x264]-SPHD.mkv,18.75,1450,Ali has additional version (lower quality: 1450 vs 1530),NO,N/A
Ali → Chris,Hercules (2014),Hercules.2014.Extended.1080p.BluRay.DTS.x264-decibeL.mkv,12.54,1300,Ali has additional version (lower quality: 1300 vs 1300),NO,N/A
Ali → Chris,Slotherhouse (2023),Slotherhouse (2023) {imdb-tt15422224} [Bluray-1080p][EAC3 5.1][x264]-ZoroSenpai.mkv,8.03,1450,Only Ali has this file,NO,N/A
Ali → Chris,Lights Out (2024),Lights Out (2024) {imdb-tt16368898} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-NotASnitcherFromThatGroup.mkv,6.25,1250,Only Ali has this file,NO,N/A
Ali → Chris,Janet Planet (2024),Janet Planet (2024) {imdb-tt28366692} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,7.91,1250,Only Ali has this file,NO,N/A
Ali → Chris,Irreversible (2002),Irreversible.2002.1080p.BluRay.DD5.1.X264-VietHD.mkv,11.65,1400,Only Ali has this file,NO,N/A
Ali → Chris,Dark Places (2015),Dark Places (2015) {imdb-tt2402101} [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,13.45,1300,Only Ali has this file,NO,N/A
Ali → Chris,Red Rocket (2021),Red Rocket (2021) {imdb-tt13453006} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,22.06,1450,Only Ali has this file,NO,N/A
Ali → Chris,Funny Girl (2018),Funny Girl (2018) {imdb-tt8851198} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-QOQ.mkv,9.33,1250,Only Ali has this file,NO,N/A
Ali → Chris,Funny Girl (1968),Funny Girl (1968) {imdb-tt0062994} [Bluray-1080p][DTS 5.0][x264]-Geek.mkv,22.18,1300,Only Ali has this file,NO,N/A
Ali → Chris,The Animal (2001),The Animal (2001) {imdb-tt0255798} [WEBRip-1080p][EAC3 2.0][x264]-NTb.mkv,8.18,1150,Only Ali has this file,NO,N/A
Ali → Chris,Andre the Giant (2018),Andre.the.Giant.2018.1080p.AMZN.WEB-DL.DDP2.0.H.264-monkee.mkv,5.91,1200,Only Ali has this file,NO,N/A
Ali → Chris,Five Nights at Freddys 2 (2025),Five Nights at Freddys 2 (2025) {imdb-tt30274401} - [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-BYNDR.mkv,6.35,1250,Only Ali has this file,NO,N/A
Ali → Chris,Earth Mama (2023),Earth Mama (2023) {imdb-tt18382328} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,7.33,1250,Only Ali has this file,NO,N/A
Ali → Chris,Hard Rain (1998),Hard Rain (1998) {imdb-tt0120696} [Bluray-1080p][DTS 5.1][x264]-LCHD.mkv,6.55,1300,Only Ali has this file,NO,N/A
Ali → Chris,Your Friend Nate Bargatze (2024),Your Friend Nate Bargatze (2024) {imdb-tt33813061} [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,2.51,1250,Only Ali has this file,NO,N/A
Ali → Chris,A Hijacking (2012),A Hijacking (2012) {imdb-tt2216240} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,6.18,1400,Only Ali has this file,NO,N/A
Ali → Chris,"Little Mermaid II Return to the Sea, The (2000)",The.Little.Mermaid.II.Return.To.The.Sea.2000.1080p.BluRay.x264-VeDeTT.mkv,4.37,1300,Only Ali has this file,NO,N/A
Ali → Chris,Wonder Woman (2017),Wonder Woman (2017) {imdb-tt0451279} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,17.89,1300,Ali has additional version (lower quality: 1300 vs 1450),NO,N/A
Ali → Chris,Andrew Schulz Infamous (2022),Andrew Schulz Infamous (2022) {imdb-tt15445790} [WEBRip-1080p][AAC 2.0][x264]-drkshadw.mkv,2.02,1080,Only Ali has this file,NO,N/A
Ali → Chris,Carjackers (2025),Carjackers (2025) {imdb-tt35683795} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-AESop.mkv,6.83,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Pirates! In an Adventure with Scientists! (2012),The.Pirates!.Band.of.Misfits.2012.1080p.BluRay.DTS.x264-EbP.mkv,6.23,1300,Only Ali has this file,NO,N/A
Ali → Chris,Rip in Time (2022),Rip in Time (2022) {imdb-tt19800814} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-KHEZU.mkv,4.46,1250,Only Ali has this file,NO,N/A
Ali → Chris,Home Again (2017),Home Again (2017) {imdb-tt5719700} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,15.19,1400,Only Ali has this file,NO,N/A
Ali → Chris,Dead Calm (1989),Dead Calm (1989) {imdb-tt0097162} [Bluray-1080p][EAC3 2.0][x264]-playHD.mkv,12.64,1450,Only Ali has this file,NO,N/A
Ali → Chris,The Blackcoats Daughter (2017),The Blackcoats Daughter (2017) {imdb-tt3286052} [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,7.99,1400,Only Ali has this file,NO,N/A
Ali → Chris,Darkest Hour (2017),Darkest.Hour.2017.1080p.BluRay.x264-DON.mkv,15.12,1300,Only Ali has this file,NO,N/A
Ali → Chris,To All the Boys I've Loved Before (2018),To All the Boys Ive Loved Before (2018) {imdb-tt3846674} [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,3.90,1250,Only Ali has this file,NO,N/A
Ali → Chris,"Love Song, A (2022)",A Love Song (2022) {imdb-tt12691830} - [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,11.68,1450,Only Ali has this file,NO,N/A
Ali → Chris,Bohemian Rhapsody (2018),Bohemian Rhapsody (2018) {imdb-tt1727824} - [Bluray-1080p][DTS-ES 5.1][x264]-TayTO.mkv,15.34,1300,Only Ali has this file,NO,N/A
Ali → Chris,The Pig the Snake and the Pigeon (2023),The Pig the Snake and the Pigeon (2023) {imdb-tt29319990} [NF][WEBDL-1080p][EAC3 5.1][x264]-HHWEB.mkv,6.34,1250,Only Ali has this file,NO,N/A
Ali → Chris,Shame (2011),Shame.2011.Hybrid.1080p.BluRay.DD5.1.x264-SA89.mkv,13.84,1400,Only Ali has this file,NO,N/A
Ali → Chris,Brats (2024),Brats (2024) {imdb-tt15823728} [DSNP][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,4.18,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Parenting (2025),The Parenting (2025) {imdb-tt14041896} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-Kitsune.mkv,6.40,1250,Only Ali has this file,NO,N/A
Ali → Chris,My Life (1993),My Life (1993) {imdb-tt0107630} [WEBDL-1080p][EAC3 2.0][h264]-DiMEPiECE.mkv,11.67,1250,Only Ali has this file,NO,N/A
Ali → Chris,"Babadook, The (2014)",The.Babadook.2014.1080p.BluRay.DTS.x264-EbP.mkv,11.86,1300,Only Ali has this file,NO,N/A
Ali → Chris,Float (2024),Float (2024) {imdb-tt13205458} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,4.58,1250,Only Ali has this file,NO,N/A
Ali → Chris,Midnight Cowboy (1969),Midnight Cowboy (1969) {imdb-tt0064665} [Bluray-1080p][DTS 5.1][x264]-DON.mkv,13.35,1300,Only Ali has this file,NO,N/A
Ali → Chris,Death of a Unicorn (2025),Death of a Unicorn (2025) {imdb-tt28443655} [Bluray-1080p][TrueHD Atmos 7.1][h264]-D3US.mkv,30.52,1550,Only Ali has this file,NO,N/A
Ali → Chris,Joker 2 (),Joker Folie à Deux (2024) {imdb-tt11315808} [Bluray-1080p][EAC3 Atmos 7.1][x264]-SPHD.mkv,16.29,1450,Only Ali has this file,NO,N/A
Ali → Chris,Weekend in Taipei (2024),Weekend in Taipei (2024) {imdb-tt28142896} [Bluray-1080p][DTS-HD MA 5.1][x264]-GUACAMOLE.mkv,14.60,1300,Only Ali has this file,NO,N/A
Ali → Chris,Army of Thieves (),Army of Thieves (2021) {imdb-tt13024674} [NF][WEBDL-1080p][HDR10][EAC3 Atmos 5.1][HEVC]-TEPES.mkv,5.45,1550,Only Ali has this file,NO,N/A
Ali → Chris,"Boy in the Striped Pyjamas, The (2008)",The Boy in the Striped Pyjamas (2008) {imdb-tt0914798} [Bluray-1080p Proper][AC3 5.1][x264]-CtrlHD.mkv,10.69,1400,Only Ali has this file,NO,N/A
Ali → Chris,Point Break (1991),Point Break (1991) {imdb-tt0102685} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-PTer.mkv,19.01,1730,Ali has additional version (lower quality: 1730 vs 2200),NO,N/A
Ali → Chris,The Battleship Island (2017),The Battleship Island (2017) {imdb-tt5969696} [Bluray-1080p][DTS 5.1][x264]-iLoveHD.mkv,15.31,1300,Only Ali has this file,NO,N/A
Ali → Chris,Superman+Batman Apocalypse (2010),Superman Batman Apocalypse (2010) {imdb-tt1673430} [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv,6.54,1300,Only Ali has this file,NO,N/A
Ali → Chris,Four Lions (2010),Four Lions (2010) {imdb-tt1341167} [Bluray-1080p][DTS-HD HRA 5.1][x264]-FraMeSToR.mkv,8.06,1300,Only Ali has this file,NO,N/A
Ali → Chris,The Wizard of Lies (2017),The Wizard of Lies (2017) {imdb-tt1933667} [Bluray-1080p][DTS 5.1][x264]-ZQ.mkv,15.33,1300,Only Ali has this file,NO,N/A
Ali → Chris,The Old Guard 2 (2025),The Old Guard 2 (2025) {imdb-tt14961624} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,4.24,1250,Only Ali has this file,NO,N/A
Ali → Chris,"Hateful Eight, The (2015)",The Hateful Eight (2015) {imdb-tt3460252} - [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,14.91,1300,Only Ali has this file,NO,N/A
Ali → Chris,Fingernails (2023),Fingernails (2023) {imdb-tt13968674} [ATVP][WEBDL-1080p][EAC3 Atmos 5.1][h264]-CMRG.mkv,8.53,1250,Only Ali has this file,NO,N/A
Ali → Chris,"Addams Family, The (1991)",The.Addams.Family.1991.Extended.1080p.BluRay.DD+5.1.x264-iFT.mkv,15.11,1450,Ali has additional version (lower quality: 1450 vs 1730),NO,N/A
Ali → Chris,Fantastic Mr. Fox (2009),Fantastic Mr. Fox (2009) {imdb-tt0432283} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-PapitaHD.mkv,4.60,1730,Only Ali has this file,NO,N/A
Ali → Chris,Megan Leavey (2017),Megan Leavey (2017) {imdb-tt4899370} [Bluray-1080p][DTS-HD MA 5.1][x264]-iFT.mkv,13.48,1300,Only Ali has this file,NO,N/A
Ali → Chris,The Order (2024),The Order (2024) {imdb-tt26625693} [Bluray-1080p][DTS-HD MA 5.1][x264]-KNiVES.mkv,10.94,1300,Only Ali has this file,NO,N/A
Ali → Chris,Total Recall (2012),Total Recall (2012) {imdb-tt1386703} {edition-Director's Cut} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,11.44,1300,Ali has additional version (lower quality: 1300 vs 1730),NO,N/A
Ali → Chris,Star Wars The Clone Wars (2008),Star Wars The Clone Wars (2008) {imdb-tt1185834} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,5.91,1400,Only Ali has this file,NO,N/A
Ali → Chris,Starship Troopers (1997),Starship.Troopers.1997.1080p.UHD.BluRay.DDP.7.1.DoVi.HDR10.x265-c0kE.mkv,25.76,2180,Only Ali has this file,NO,N/A
Ali → Chris,Geralds Game (2017),Geralds Game (2017) {imdb-tt3748172} [NF][WEBRip-1080p][AC3 5.1][x264]-NTb.mkv,4.68,1100,Only Ali has this file,NO,N/A
Ali → Chris,Passing (2021),Passing.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.HDR.HEVC-TEPES.mkv,4.37,1450,Only Ali has this file,NO,N/A
Ali → Chris,Hamlet (1948),Hamlet (1948) {imdb-tt0040416} [Bluray-1080p][AC3 1.0][x264]-CiNEFiLE.mkv,10.93,1400,Ali has additional version (lower quality: 1400 vs 1400),NO,N/A
Ali → Chris,Hamlet (1990),Hamlet (1990) {imdb-tt0099726} [Bluray-1080p][FLAC 2.0][x264]-PTer.mkv,20.68,1300,Ali has additional version (lower quality: 1300 vs 1400),NO,N/A
Ali → Chris,Gods Creatures (2022),Gods Creatures (2022) {imdb-tt10375396} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,6.39,1250,Only Ali has this file,NO,N/A
Ali → Chris,GhostBusters (1984),Ghostbusters (1984) {imdb-tt0087332} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-DON.mkv,24.04,1730,Ali has additional version (lower quality: 1730 vs 1750),NO,N/A
Ali → Chris,Harold & Kumar Go to White Castle (2004),Harold and Kumar Go to White Castle (2004) {imdb-tt0366551} {edition-Unrated} [Bluray-1080p][DTS-ES 5.1][x264]-CtrlHD.mkv,7.95,1300,Only Ali has this file,NO,N/A
Ali → Chris,Prison Break The Final Break (2009),Prison Break The Final Break (2009) {imdb-tt1131748} [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,12.55,1450,Only Ali has this file,NO,N/A
Ali → Chris,National Lampoon's Vacation (1983),National Lampoons Vacation (1983) {imdb-tt0085995} [Bluray-1080p][HDR10][FLAC 1.0][x265]-ATELiER.mkv,20.34,1600,Only Ali has this file,NO,N/A
Ali → Chris,Zodiac (2007),Zodiac.Director's.Cut.2007.1080p.BluRay.DTS.x264.D-Z0N3.mkv,10.91,1300,Only Ali has this file,NO,N/A
Ali → Chris,"Sea Beast, The (2022)",The Sea Beast (2022) {imdb-tt9288046} [Hybrid NF][WEBDL-1080p][DV HDR10][EAC3 Atmos 5.1][h265]-HONE.mkv,3.94,1530,Only Ali has this file,NO,N/A
Ali → Chris,All Dirt Roads Taste of Salt (2023),All Dirt Roads Taste of Salt (2023) {imdb-tt11534720} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,6.66,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Platform (2019),The Platform (2019) {imdb-tt8228288} [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,10.35,1450,Only Ali has this file,NO,N/A
Ali → Chris,Jolly LLB 3 (2025),Jolly LLB 3 (2025) {imdb-tt27996020} - [NF][WEBDL-1080p Proper][EAC3 5.1][x264]-KHN.mkv,6.08,1250,Only Ali has this file,NO,N/A
Ali → Chris,Leo Reich Literally Who Cares!! (2023),Leo Reich Literally Who Cares!! (2023) {imdb-tt29712087} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,4.06,1250,Only Ali has this file,NO,N/A
Ali → Chris,Coffee Town (2013),Coffee Town (2013) {imdb-tt2234025} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-TEPES.mkv,6.40,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Front Room (2024),The Front Room (2024) {imdb-tt21905744} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,7.07,1450,Only Ali has this file,NO,N/A
Ali → Chris,Thelma (2024),Thelma (2024) {imdb-tt23778968} [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,7.72,1450,Only Ali has this file,NO,N/A
Ali → Chris,Sunset Boulevard (1950),Sunset Boulevard (1950) {imdb-tt0043014} [Bluray-1080p][FLAC 1.0][x264]-BMF.mkv,16.10,1300,Only Ali has this file,NO,N/A
Ali → Chris,Anna Karenina (2012),Anna.Karenina.2012.1080p.BluRay.DTS.x264-ESiR.mkv,14.58,1300,Only Ali has this file,NO,N/A
Ali → Chris,Angels in the Outfield (1994),Angels in the Outfield (1994) {imdb-tt0109127} [DSNP][WEBDL-1080p][EAC3 5.1][h264]-Dooky.mkv,5.22,1250,Only Ali has this file,NO,N/A
Ali → Chris,Would It Kill You to Laugh Starring Kate Berlant + John Early (2022),Would It Kill You to Laugh Starring Kate Berlant + John Early (2022) {imdb-tt19266900} [WEBDL-1080p][EAC3 5.1][x264]-KOGi.mkv,2.85,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Banker (2020),The Banker (2020) {imdb-tt6285944} [Bluray-1080p][EAC3 7.1][x264]-PASHA.mkv,11.03,1450,Only Ali has this file,NO,N/A
Ali → Chris,The Monster (2016),The Monster (2016) {imdb-tt3976144} [Bluray-1080p][AC3 5.1][x264]-OmertaHD.mkv,8.24,1400,Only Ali has this file,NO,N/A
Ali → Chris,The Souvenir Part II (2021),The Souvenir Part II (2021) {imdb-tt6992978} [Bluray-1080p][EAC3 5.1][x264]-EA.mkv,14.10,1450,Only Ali has this file,NO,N/A
Ali → Chris,Saiyaara (2025),Saiyaara (2025) {imdb-tt28037987} - [NF][WEBDL-1080p Proper][EAC3 Atmos 5.1][x264]-Spidey.mkv,6.02,1250,Only Ali has this file,NO,N/A
Ali → Chris,Interview with the Vampire - The Vampire Chronicles (1994),Interview with the Vampire (1994) {imdb-tt0110148} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,8.84,1400,Only Ali has this file,NO,N/A
Ali → Chris,Babies Dont Come with Instructions (2024),Babies Dont Come with Instructions (2024) {imdb-tt30954126} [NF][WEBDL-1080p][EAC3 5.1][x264]-C5.mkv,3.88,1250,Only Ali has this file,NO,N/A
Ali → Chris,Off Limits (1988),Off Limits (1988) {imdb-tt0095774} [Bluray-1080p][AC3 2.0][x264]-NORDiCHD.mkv,6.55,1400,Only Ali has this file,NO,N/A
Ali → Chris,101 Dalmatians (1996),101 Dalmatians (1996) {imdb-tt0115433} [WEBRip-1080p][EAC3 2.0][x264]-NTb.mkv,8.74,1150,Ali has additional version (lower quality: 1150 vs 1300),NO,N/A
Ali → Chris,"Lego Movie, The (2014)",The.Lego.Movie.2014.1080p.BluRay.DTS.x264-LolHD.mkv,9.58,1300,Only Ali has this file,NO,N/A
Ali → Chris,Sharp Corner (2025),Sharp Corner (2025) {imdb-tt9569096} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-HONE.mkv,6.64,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Killing of a Sacred Deer (2017),The Killing of a Sacred Deer (2017) {imdb-tt5715874} [Bluray-1080p][DTS 5.1][x264]-DON.mkv,19.77,1300,Only Ali has this file,NO,N/A
Ali → Chris,Titan The OceanGate Submersible Disaster (2025),Titan The OceanGate Submersible Disaster (2025) {imdb-tt35628853} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,4.39,1250,Only Ali has this file,NO,N/A
Ali → Chris,Shark Exorcist (2015),Shark Exorcist (2015) {imdb-tt3120314} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-ISA.mkv,4.45,1250,Only Ali has this file,NO,N/A
Ali → Chris,"November Man, The (2014)",The November Man (2014) {imdb-tt2402157} [Bluray-1080p][TrueHD 5.1][x264]-WiLDCAT.mkv,14.31,1550,Only Ali has this file,NO,N/A
Ali → Chris,Bill & Ted's Bogus Journey (1991),Bill and Teds Bogus Journey (1991) {imdb-tt0101452} [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,15.87,1450,Only Ali has this file,NO,N/A
Ali → Chris,Trainwreck The Cult of American Apparel (2025),Trainwreck The Cult of American Apparel (2025) {imdb-tt36856482} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,2.12,1250,Only Ali has this file,NO,N/A
Ali → Chris,21 Grams (2003),21 Grams (2003) {imdb-tt0315733} [Bluray-1080p][DTS 5.1][x264]-EbP.mkv,16.10,1300,Only Ali has this file,NO,N/A
Ali → Chris,"Black Phone, The (2022)",The.Black.Phone.2021.1080p.BluRay.DDP7.1.x264-iFT.mkv,9.92,1400,Only Ali has this file,NO,N/A
Ali → Chris,The Conjuring Last Rites (2025),The Conjuring Last Rites (2025) {imdb-tt22898462} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv,16.62,1550,Only Ali has this file,NO,N/A
Ali → Chris,My Mercury (2024),My Mercury (2024) {imdb-tt29649688} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-GINO.mkv,6.60,1250,Only Ali has this file,NO,N/A
Ali → Chris,Breathe (2017),Breathe.2017.1080p.BluRay.DD5.1.x264-playHD.mkv,12.93,1400,Ali has additional version (lower quality: 1400 vs 1450),NO,N/A
Ali → Chris,Aladdin (1992),Aladdin.1992.CEE.1080p.BluRay.DTS.x264-decibeL.mkv,9.31,1300,Ali has additional version (lower quality: 1300 vs 1450),NO,N/A
Ali → Chris,Ill Be Right There (2024),Ill Be Right There (2024) {imdb-tt24082864} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,7.07,1250,Only Ali has this file,NO,N/A
Ali → Chris,The Mill (2023),The Mill (2023) {imdb-tt26569323} [DSNP][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,4.73,1250,Only Ali has this file,NO,N/A
Ali → Chris,Brothers (2024),Brothers (2024) {imdb-tt9860566} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-Kitsune.mkv,6.06,1250,Ali has additional version (lower quality: 1250 vs 1300),NO,N/A
Ali → Chris,"Big Lebowski, The (1998)",The Big Lebowski (1998) {imdb-tt0118715} {edition-Remastered} [Bluray-1080p][DTS-X 7.1][x264]-LiBRARiANS.mkv,14.17,1530,Only Ali has this file,NO,N/A
Ali → Chris,Baise-moi (2000),Baise-moi (2000) {imdb-tt0249380} [Bluray-1080p][FLAC 2.0][x264]-HANDJOB.mkv,7.64,1300,Only Ali has this file,NO,N/A
Ali → Chris,"Christmas Carol, A (1984)",A Christmas Carol (1984) {imdb-tt0087056} - [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,12.30,1450,Only Ali has this file,NO,N/A
Ali → Chris,Stephen Curry Underrated (2023),Stephen Curry Underrated (2023) {imdb-tt15210256} [ATVP][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,8.01,1250,Only Ali has this file,NO,N/A
Ali → Chris,Son of a Gun (2014),Son of a Gun (2014) {imdb-tt2452200} [Bluray-1080p][DTS 5.1][x264]-EbP.mkv,9.44,1300,Only Ali has this file,NO,N/A
