Group,Action,File,Score,Quality,Size_GB,Path
/mnt/synology/rs-movies/Retribution (2023),KEEP,Retribution (2023) {tmdb-762430} - [Bluray-1080p][EAC3 Atmos 5.1][x264]-HiDt.mkv,4227,1080p/Bluray/Atmos/AVC,7.78,/mnt/synology/rs-movies/Retribution (2023)/Retribution (2023) {tmdb-762430} - [Bluray-1080p][EAC3 Atmos 5.1][x264]-HiDt.mkv
/mnt/synology/rs-movies/Retribution (2023),REMOVE,Retribution (2023) {tmdb-762430} - [WEBDL-1080p][EAC3 Atmos 5.1][h264]-IWiLLFiNDyouANDiWiLLKiLLYOU.mkv,3718,1080p/WEBDL/Atmos/AVC,6.84,/mnt/synology/rs-movies/Retribution (2023)/Retribution (2023) {tmdb-762430} - [WEBDL-1080p][EAC3 Atmos 5.1][h264]-IWiLLFiNDyouANDiWiLLKiLLYOU.mkv
/mnt/synology/rs-movies/Showgirls (1995),KEEP,Showgirls (1995) {tmdb-10802} - [Bluray-1080p Proper][EAC3 5.1][HDR10][x265]-rodeO.mkv,4350,1080p/Bluray/DD+/HDR10/HEVC,26.60,/mnt/synology/rs-movies/Showgirls (1995)/Showgirls (1995) {tmdb-10802} - [Bluray-1080p Proper][EAC3 5.1][HDR10][x265]-rodeO.mkv
/mnt/synology/rs-movies/Showgirls (1995),REMOVE,Showgirls (1995) {tmdb-10802} - [Bluray-1080p][EAC3 5.1][x264]-LoRD.mkv,3975,1080p/Bluray/DD+/AVC,17.53,/mnt/synology/rs-movies/Showgirls (1995)/Showgirls (1995) {tmdb-10802} - [Bluray-1080p][EAC3 5.1][x264]-LoRD.mkv
/mnt/synology/rs-movies/Sister Death (2023),KEEP,Sister Death (2023) {tmdb-955531} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][h265]-FLUX.mkv,4220,1080p/WEBDL/Atmos/DV HDR10/HEVC,2.08,/mnt/synology/rs-movies/Sister Death (2023)/Sister Death (2023) {tmdb-955531} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][h265]-FLUX.mkv
/mnt/synology/rs-movies/Sister Death (2023),REMOVE,Sister Death (2023) {tmdb-955531} - [WEBDL-1080p][EAC3 Atmos 5.1][x264]-AOC.mp4,3680,1080p/WEBDL/Atmos/AVC,3.00,/mnt/synology/rs-movies/Sister Death (2023)/Sister Death (2023) {tmdb-955531} - [WEBDL-1080p][EAC3 Atmos 5.1][x264]-AOC.mp4
/mnt/synology/rs-movies/Sleeping Dogs (2024),KEEP,Sleeping Dogs (2024) {tmdb-978592} - [Bluray-1080p][DTS-HD MA 5.1][x264]-Replica.mkv,4143,1080p/Bluray/DTS-HD MA/AVC,9.35,/mnt/synology/rs-movies/Sleeping Dogs (2024)/Sleeping Dogs (2024) {tmdb-978592} - [Bluray-1080p][DTS-HD MA 5.1][x264]-Replica.mkv
/mnt/synology/rs-movies/Sleeping Dogs (2024),REMOVE,Sleeping Dogs (2024) {tmdb-978592} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3359,1080p/WEBDL/DD+/AVC,5.96,/mnt/synology/rs-movies/Sleeping Dogs (2024)/Sleeping Dogs (2024) {tmdb-978592} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
/mnt/synology/rs-movies/Smile (2022),KEEP,Smile (2022) {tmdb-882598} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-LEGi0N.mkv,4534,1080p/Bluray/DD+/DV HDR10/HEVC,18.46,/mnt/synology/rs-movies/Smile (2022)/Smile (2022) {tmdb-882598} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-LEGi0N.mkv
/mnt/synology/rs-movies/Smile (2022),REMOVE,Smile (2022) {tmdb-882598} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,3371,1080p/WEBDL/DD+/AVC,7.17,/mnt/synology/rs-movies/Smile (2022)/Smile (2022) {tmdb-882598} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv
/mnt/synology/rs-movies/Snatch (2000),KEEP,Snatch (2000) {tmdb-107} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-HiDt.mkv,4900,1080p/Bluray/Atmos/DV HDR10/HEVC,22.24,/mnt/synology/rs-movies/Snatch (2000)/Snatch (2000) {tmdb-107} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-HiDt.mkv
/mnt/synology/rs-movies/Snatch (2000),REMOVE,Snatch (2000) {tmdb-107} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-c0kE.mkv,4326,1080p/Bluray/DD+/HDR10/HEVC,17.65,/mnt/synology/rs-movies/Snatch (2000)/Snatch (2000) {tmdb-107} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-c0kE.mkv
/mnt/synology/rs-movies/Snitch (2013),KEEP,Snitch (2013) {tmdb-134411} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-SoLaR.mkv,4256,1080p/Bluray/DD+/HDR10/HEVC,10.68,/mnt/synology/rs-movies/Snitch (2013)/Snitch (2013) {tmdb-134411} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-SoLaR.mkv
/mnt/synology/rs-movies/Snitch (2013),REMOVE,Snitch (2013) {tmdb-134411} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,3938,1080p/Bluray/DTS/AVC,8.89,/mnt/synology/rs-movies/Snitch (2013)/Snitch (2013) {tmdb-134411} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
/mnt/synology/rs-movies/Sorority Babes in the Slimeball Bowl-O-Rama (1988),KEEP,Sorority Babes in the Slimeball Bowl-O-Rama (1988) {tmdb-27390} - [Bluray-1080p][FLAC 2.0][x264]-MaG.mkv,3730,1080p/Bluray/AVC,8.05,/mnt/synology/rs-movies/Sorority Babes in the Slimeball Bowl-O-Rama (1988)/Sorority Babes in the Slimeball Bowl-O-Rama (1988) {tmdb-27390} - [Bluray-1080p][FLAC 2.0][x264]-MaG.mkv
/mnt/synology/rs-movies/Sorority Babes in the Slimeball Bowl-O-Rama (1988),REMOVE,Sorority Babes in the Slimeball Bowl-O-Rama (1988) {tmdb-27390} - [AMZN MA][WEBDL-1080p][EAC3 2.0][h264]-Kitsune.mkv,3354,1080p/WEBDL/DD+/AVC,5.42,/mnt/synology/rs-movies/Sorority Babes in the Slimeball Bowl-O-Rama (1988)/Sorority Babes in the Slimeball Bowl-O-Rama (1988) {tmdb-27390} - [AMZN MA][WEBDL-1080p][EAC3 2.0][h264]-Kitsune.mkv
/mnt/synology/rs-movies/Soul (2020),KEEP,Soul (2020) {tmdb-508442} - [Bluray-1080p Proper][EAC3 7.1][x264]-SbR.mkv,3905,1080p/Bluray/DD+/AVC,10.53,/mnt/synology/rs-movies/Soul (2020)/Soul (2020) {tmdb-508442} - [Bluray-1080p Proper][EAC3 7.1][x264]-SbR.mkv
/mnt/synology/rs-movies/Soul (2020),REMOVE,Soul (2020) {tmdb-508442} - [WEBDL-1080p][EAC3 Atmos 5.1][h264].mkv,3702,1080p/WEBDL/Atmos/AVC,5.25,/mnt/synology/rs-movies/Soul (2020)/Soul (2020) {tmdb-508442} - [WEBDL-1080p][EAC3 Atmos 5.1][h264].mkv
/mnt/synology/rs-movies/Spider-Man Into the Spider-Verse (2018),KEEP,Spider-Man Into the Spider-Verse (2018) {tmdb-324857} - [Bluray-1080p][TrueHD Atmos 7.1][DV HDR10][x265]-PirateM.mkv,4792,1080p/Bluray/TrueHD Atmos/DV HDR10/HEVC,9.20,/mnt/synology/rs-movies/Spider-Man Into the Spider-Verse (2018)/Spider-Man Into the Spider-Verse (2018) {tmdb-324857} - [Bluray-1080p][TrueHD Atmos 7.1][DV HDR10][x265]-PirateM.mkv
/mnt/synology/rs-movies/Spider-Man Into the Spider-Verse (2018),REMOVE,Spider-Man Into the Spider-Verse (2018) {tmdb-324857} - [WEBDL-1080p][EAC3 5.1][h264].mkv,3375,1080p/WEBDL/DD+/AVC,7.57,/mnt/synology/rs-movies/Spider-Man Into the Spider-Verse (2018)/Spider-Man Into the Spider-Verse (2018) {tmdb-324857} - [WEBDL-1080p][EAC3 5.1][h264].mkv
/mnt/synology/rs-movies/Spiral From the Book of Saw (2021),KEEP,Spiral From the Book of Saw (2021) {tmdb-602734} - [Bluray-1080p][EAC3 Atmos 7.1][x264]-iFT.mkv,4271,1080p/Bluray/Atmos/AVC,12.16,/mnt/synology/rs-movies/Spiral From the Book of Saw (2021)/Spiral From the Book of Saw (2021) {tmdb-602734} - [Bluray-1080p][EAC3 Atmos 7.1][x264]-iFT.mkv
/mnt/synology/rs-movies/Spiral From the Book of Saw (2021),REMOVE,Spiral From the Book of Saw (2021) {tmdb-602734} - [Bluray-1080p][EAC3 7.1][x264]-LoRD.mkv,3911,1080p/Bluray/DD+/AVC,11.19,/mnt/synology/rs-movies/Spiral From the Book of Saw (2021)/Spiral From the Book of Saw (2021) {tmdb-602734} - [Bluray-1080p][EAC3 7.1][x264]-LoRD.mkv
/mnt/synology/rs-movies/Spirit Untamed (2021),KEEP,Spirit Untamed (2021) {tmdb-637693} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,3892,1080p/Bluray/DD+/AVC,9.27,/mnt/synology/rs-movies/Spirit Untamed (2021)/Spirit Untamed (2021) {tmdb-637693} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv
/mnt/synology/rs-movies/Spirit Untamed (2021),REMOVE,Spirit Untamed (2021) {tmdb-637693} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,3345,1080p/WEBDL/DD+/AVC,4.57,/mnt/synology/rs-movies/Spirit Untamed (2021)/Spirit Untamed (2021) {tmdb-637693} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv
/mnt/synology/rs-movies/Splitsville (2025),KEEP,Splitsville (2025) {tmdb-1337562} - [Bluray-1080p][DTS-HD MA 5.1][x264]-KNiVES.mkv,4160,1080p/Bluray/DTS-HD MA/AVC,11.06,/mnt/synology/rs-movies/Splitsville (2025)/Splitsville (2025) {tmdb-1337562} - [Bluray-1080p][DTS-HD MA 5.1][x264]-KNiVES.mkv
/mnt/synology/rs-movies/Splitsville (2025),REMOVE,Splitsville (2025) {tmdb-1337562} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv,3372,1080p/WEBDL/DD+/AVC,7.28,/mnt/synology/rs-movies/Splitsville (2025)/Splitsville (2025) {tmdb-1337562} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv
/mnt/synology/rs-movies/Spoiler Alert (2022),KEEP,Spoiler Alert (2022) {tmdb-507903} - [Bluray-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,4234,1080p/Bluray/Atmos/AVC,8.45,/mnt/synology/rs-movies/Spoiler Alert (2022)/Spoiler Alert (2022) {tmdb-507903} - [Bluray-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv
/mnt/synology/rs-movies/Spoiler Alert (2022),REMOVE,Spoiler Alert (2022) {tmdb-507903} - [Bluray-1080p][DTS-HD MA 5.1][x264]-PiGNUS.mkv,4217,1080p/Bluray/DTS-HD MA/AVC,16.71,/mnt/synology/rs-movies/Spoiler Alert (2022)/Spoiler Alert (2022) {tmdb-507903} - [Bluray-1080p][DTS-HD MA 5.1][x264]-PiGNUS.mkv
/mnt/synology/rs-movies/Starman (1984),KEEP,Starman (1984) {tmdb-9663} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,4766,1080p/Bluray/Atmos/DV HDR10/HEVC,6.68,/mnt/synology/rs-movies/Starman (1984)/Starman (1984) {tmdb-9663} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv
/mnt/synology/rs-movies/Starman (1984),REMOVE,Starman (1984) {tmdb-9663} - [Bluray-1080p][AC3 5.1][x264].mkv,3829,1080p/Bluray/DD/AVC,7.95,/mnt/synology/rs-movies/Starman (1984)/Starman (1984) {tmdb-9663} - [Bluray-1080p][AC3 5.1][x264].mkv
/mnt/synology/rs-movies/Summer Rental (1985),KEEP,Summer Rental (1985) {tmdb-19357} - [Bluray-1080p][AC3 2.0][x264]-BHDStudio.mp4,3800,1080p/Bluray/DD/AVC,5.09,/mnt/synology/rs-movies/Summer Rental (1985)/Summer Rental (1985) {tmdb-19357} - [Bluray-1080p][AC3 2.0][x264]-BHDStudio.mp4
/mnt/synology/rs-movies/Summer Rental (1985),REMOVE,Summer Rental (1985) {tmdb-19357} - [WEBDL-1080p][EAC3 2.0][h264]-ETHiCS.mkv,3385,1080p/WEBDL/DD+/AVC,8.56,/mnt/synology/rs-movies/Summer Rental (1985)/Summer Rental (1985) {tmdb-19357} - [WEBDL-1080p][EAC3 2.0][h264]-ETHiCS.mkv
/mnt/synology/rs-movies/Swiss Army Man (2016),KEEP,Swiss Army Man (2016) {tmdb-347031} - [Bluray-1080p][DTS-ES 6.1][x264]-D-Z0N3.mkv,4003,1080p/Bluray/DTS/AVC,15.32,/mnt/synology/rs-movies/Swiss Army Man (2016)/Swiss Army Man (2016) {tmdb-347031} - [Bluray-1080p][DTS-ES 6.1][x264]-D-Z0N3.mkv
/mnt/synology/rs-movies/Swiss Army Man (2016),REMOVE,Swiss Army Man (2016) {tmdb-347031} - [Bluray-1080p][AC3 5.1][x264].mkv,3882,1080p/Bluray/DD/AVC,13.30,/mnt/synology/rs-movies/Swiss Army Man (2016)/Swiss Army Man (2016) {tmdb-347031} - [Bluray-1080p][AC3 5.1][x264].mkv
/mnt/synology/rs-movies/Terminator 2 Judgment Day (1991),KEEP,Terminator 2 Judgment Day (1991) {tmdb-280} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-CtrlHD.mkv,4256,1080p/Bluray/DD+/HDR10/HEVC,10.62,/mnt/synology/rs-movies/Terminator 2 Judgment Day (1991)/Terminator 2 Judgment Day (1991) {tmdb-280} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-CtrlHD.mkv
/mnt/synology/rs-movies/Terminator 2 Judgment Day (1991),REMOVE,Terminator 2 Judgment Day (1991) {tmdb-280} - {edition-Directors Cut} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,4032,1080p/Bluray/DTS/AVC,18.26,/mnt/synology/rs-movies/Terminator 2 Judgment Day (1991)/Terminator 2 Judgment Day (1991) {tmdb-280} - {edition-Directors Cut} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv
/mnt/synology/rs-movies/Terrifier 3 (2024),KEEP,Terrifier 3 (2024) {tmdb-1034541} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,4778,1080p/Bluray/Atmos/DV HDR10/HEVC,7.81,/mnt/synology/rs-movies/Terrifier 3 (2024)/Terrifier 3 (2024) {tmdb-1034541} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv
/mnt/synology/rs-movies/Terrifier 3 (2024),REMOVE,Terrifier 3 (2024) {tmdb-1034541} - [WEBDL-1080p][AC3 5.1][h264]-BulkyMeekSpoonbillOfCookies.mkv,3310,1080p/WEBDL/DD/AVC,6.09,/mnt/synology/rs-movies/Terrifier 3 (2024)/Terrifier 3 (2024) {tmdb-1034541} - [WEBDL-1080p][AC3 5.1][h264]-BulkyMeekSpoonbillOfCookies.mkv
/mnt/synology/rs-movies/The 355 (2022),KEEP,The 355 (2022) {tmdb-522016} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,3932,1080p/Bluray/DD+/AVC,13.21,/mnt/synology/rs-movies/The 355 (2022)/The 355 (2022) {tmdb-522016} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv
/mnt/synology/rs-movies/The 355 (2022),REMOVE,The 355 (2022) {tmdb-522016} - [WEBDL-1080p][AC3 5.1][h264]-DKV.mkv,3284,1080p/WEBDL/DD/AVC,3.43,/mnt/synology/rs-movies/The 355 (2022)/The 355 (2022) {tmdb-522016} - [WEBDL-1080p][AC3 5.1][h264]-DKV.mkv
/mnt/synology/rs-movies/The Bad Guys 2 (2025),KEEP,The Bad Guys 2 (2025) {tmdb-1175942} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv,4847,1080p/Bluray/Atmos/DV HDR10/HEVC,14.78,/mnt/synology/rs-movies/The Bad Guys 2 (2025)/The Bad Guys 2 (2025) {tmdb-1175942} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv
/mnt/synology/rs-movies/The Bad Guys 2 (2025),REMOVE,The Bad Guys 2 (2025) {tmdb-1175942} - [WEBRip-1080p][EAC3 Atmos 5.1][x264]-HiDt.mkv,3584,1080p/WEBRip/Atmos/AVC,13.43,/mnt/synology/rs-movies/The Bad Guys 2 (2025)/The Bad Guys 2 (2025) {tmdb-1175942} - [WEBRip-1080p][EAC3 Atmos 5.1][x264]-HiDt.mkv
/mnt/synology/rs-movies/The Beekeeper (2024),KEEP,The Beekeeper (2024) {tmdb-866398} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv,4826,1080p/Bluray/Atmos/DV HDR10/HEVC,12.66,/mnt/synology/rs-movies/The Beekeeper (2024)/The Beekeeper (2024) {tmdb-866398} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv
/mnt/synology/rs-movies/The Beekeeper (2024),REMOVE,The Beekeeper (2024) {tmdb-866398} - [WEBDL-1080p][EAC3 5.1][h264]-LilKim.mkv,3368,1080p/WEBDL/DD+/AVC,6.85,/mnt/synology/rs-movies/The Beekeeper (2024)/The Beekeeper (2024) {tmdb-866398} - [WEBDL-1080p][EAC3 5.1][h264]-LilKim.mkv
/mnt/synology/rs-movies/The Boss Baby Family Business (2021),KEEP,The Boss Baby Family Business (2021) {tmdb-459151} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,4451,1080p/Bluray/DD+/DV HDR10/HEVC,10.18,/mnt/synology/rs-movies/The Boss Baby Family Business (2021)/The Boss Baby Family Business (2021) {tmdb-459151} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv
/mnt/synology/rs-movies/The Boss Baby Family Business (2021),REMOVE,The Boss Baby Family Business (2021) {tmdb-459151} - [PCOK][WEBDL-1080p][EAC3 5.1][h264]-EVO.mkv,3356,1080p/WEBDL/DD+/AVC,5.64,/mnt/synology/rs-movies/The Boss Baby Family Business (2021)/The Boss Baby Family Business (2021) {tmdb-459151} - [PCOK][WEBDL-1080p][EAC3 5.1][h264]-EVO.mkv
/mnt/synology/rs-movies/The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005),KEEP,The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005) {tmdb-411} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,3976,1080p/Bluray/DTS/AVC,12.61,/mnt/synology/rs-movies/The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005)/The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005) {tmdb-411} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv
/mnt/synology/rs-movies/The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005),REMOVE,The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005) {tmdb-411} - [Bluray-1080p][DTS 5.1][x264].mkv,3960,1080p/Bluray/DTS/AVC,11.00,/mnt/synology/rs-movies/The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005)/The Chronicles of Narnia The Lion the Witch and the Wardrobe (2005) {tmdb-411} - [Bluray-1080p][DTS 5.1][x264].mkv
/mnt/synology/rs-movies/The Death and Return of Superman (2019),KEEP,The Death and Return of Superman (2019) {tmdb-630656} - [Bluray-1080p][DTS 5.1][x264]-getit.mkv,3937,1080p/Bluray/DTS/AVC,8.75,/mnt/synology/rs-movies/The Death and Return of Superman (2019)/The Death and Return of Superman (2019) {tmdb-630656} - [Bluray-1080p][DTS 5.1][x264]-getit.mkv
/mnt/synology/rs-movies/The Death and Return of Superman (2019),REMOVE,The Death and Return of Superman (2019) {tmdb-630656} - [Bluray-1080p][EAC3 5.1][x264]-Itwasntme.mkv,3839,1080p/Bluray/DD+/AVC,3.97,/mnt/synology/rs-movies/The Death and Return of Superman (2019)/The Death and Return of Superman (2019) {tmdb-630656} - [Bluray-1080p][EAC3 5.1][x264]-Itwasntme.mkv
/mnt/synology/rs-movies/The Dreamers (2003),KEEP,The Dreamers (2003) {tmdb-1278} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,4000,1080p/Bluray/DD+/AVC,20.21,/mnt/synology/rs-movies/The Dreamers (2003)/The Dreamers (2003) {tmdb-1278} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv
/mnt/synology/rs-movies/The Dreamers (2003),REMOVE,The Dreamers (2003) {tmdb-1278} - [Bluray-1080p][AC3 5.1][x264]-Geek.mkv,3937,1080p/Bluray/DD/AVC,18.73,/mnt/synology/rs-movies/The Dreamers (2003)/The Dreamers (2003) {tmdb-1278} - [Bluray-1080p][AC3 5.1][x264]-Geek.mkv
/mnt/synology/rs-movies/The Florida Project (2017),KEEP,The Florida Project (2017) {tmdb-394117} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,4024,1080p/Bluray/DTS/AVC,17.45,/mnt/synology/rs-movies/The Florida Project (2017)/The Florida Project (2017) {tmdb-394117} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv
/mnt/synology/rs-movies/The Florida Project (2017),REMOVE,The Florida Project (2017) {tmdb-394117} - [Bluray-1080p][DTS 5.1][x264].mkv,3937,1080p/Bluray/DTS/AVC,8.74,/mnt/synology/rs-movies/The Florida Project (2017)/The Florida Project (2017) {tmdb-394117} - [Bluray-1080p][DTS 5.1][x264].mkv
/mnt/synology/rs-movies/The Fugitive (1993),KEEP,The Fugitive (1993) {tmdb-5503} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-c0kE.mkv,4350,1080p/Bluray/DD+/HDR10/HEVC,21.38,/mnt/synology/rs-movies/The Fugitive (1993)/The Fugitive (1993) {tmdb-5503} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-c0kE.mkv
/mnt/synology/rs-movies/The Fugitive (1993),REMOVE,The Fugitive (1993) {tmdb-5503} - [Bluray-1080p][AC3 5.1][x264].mkv,3829,1080p/Bluray/DD/AVC,7.95,/mnt/synology/rs-movies/The Fugitive (1993)/The Fugitive (1993) {tmdb-5503} - [Bluray-1080p][AC3 5.1][x264].mkv
/mnt/synology/rs-movies/The Good Dinosaur (2015),KEEP,The Good Dinosaur (2015) {tmdb-105864} - [Bluray-1080p][EAC3 5.1][DV HDR10][AV1]-TiZU.mkv,4353,1080p/Bluray/DD+/DV HDR10/AV1,5.35,/mnt/synology/rs-movies/The Good Dinosaur (2015)/The Good Dinosaur (2015) {tmdb-105864} - [Bluray-1080p][EAC3 5.1][DV HDR10][AV1]-TiZU.mkv
/mnt/synology/rs-movies/The Good Dinosaur (2015),REMOVE,The Good Dinosaur (2015) {tmdb-105864} - [Bluray-1080p][DTS-HD MA 7.1][x264]-FuzerHD.mkv,4149,1080p/Bluray/DTS-HD MA/AVC,9.94,/mnt/synology/rs-movies/The Good Dinosaur (2015)/The Good Dinosaur (2015) {tmdb-105864} - [Bluray-1080p][DTS-HD MA 7.1][x264]-FuzerHD.mkv
/mnt/synology/rs-movies/The House with a Clock in Its Walls (2018),KEEP,The House with a Clock in Its Walls (2018) {tmdb-463821} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-iFT.mkv,4281,1080p/Bluray/TrueHD Atmos/AVC,13.10,/mnt/synology/rs-movies/The House with a Clock in Its Walls (2018)/The House with a Clock in Its Walls (2018) {tmdb-463821} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-iFT.mkv
/mnt/synology/rs-movies/The House with a Clock in Its Walls (2018),REMOVE,The House with a Clock in Its Walls (2018) {tmdb-463821} - [MA][WEBDL-1080p][EAC3 5.1][x264]-HHWEB.mkv,3360,1080p/WEBDL/DD+/AVC,6.04,/mnt/synology/rs-movies/The House with a Clock in Its Walls (2018)/The House with a Clock in Its Walls (2018) {tmdb-463821} - [MA][WEBDL-1080p][EAC3 5.1][x264]-HHWEB.mkv
/mnt/synology/rs-movies/The Hunger Games The Ballad of Songbirds and Snakes (2023),KEEP,The Hunger Games The Ballad of Songbirds and Snakes (2023) {tmdb-695721} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-ROEN.mkv,4335,1080p/Bluray/TrueHD Atmos/AVC,18.54,/mnt/synology/rs-movies/The Hunger Games The Ballad of Songbirds and Snakes (2023)/The Hunger Games The Ballad of Songbirds and Snakes (2023) {tmdb-695721} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-ROEN.mkv
/mnt/synology/rs-movies/The Hunger Games The Ballad of Songbirds and Snakes (2023),REMOVE,The Hunger Games The Ballad of Songbirds and Snakes (2023) {tmdb-695721} - [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3740,1080p/WEBDL/Atmos/AVC,9.05,/mnt/synology/rs-movies/The Hunger Games The Ballad of Songbirds and Snakes (2023)/The Hunger Games The Ballad of Songbirds and Snakes (2023) {tmdb-695721} - [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
/mnt/synology/rs-movies/The Hustle (2019),KEEP,The Hustle (2019) {tmdb-449562} - [Bluray-1080p][DTS-HD MA 7.1][x264]-HDChina.mkv,4187,1080p/Bluray/DTS-HD MA/AVC,13.78,/mnt/synology/rs-movies/The Hustle (2019)/The Hustle (2019) {tmdb-449562} - [Bluray-1080p][DTS-HD MA 7.1][x264]-HDChina.mkv
/mnt/synology/rs-movies/The Hustle (2019),REMOVE,The Hustle (2019) {tmdb-449562} - [Bluray-1080p][DTS 5.1][x264]-drones.mkv,3926,1080p/Bluray/DTS/AVC,7.65,/mnt/synology/rs-movies/The Hustle (2019)/The Hustle (2019) {tmdb-449562} - [Bluray-1080p][DTS 5.1][x264]-drones.mkv
/mnt/synology/rs-movies/The Iron Claw (2023),KEEP,The Iron Claw (2023) {tmdb-850165} - [Bluray-1080p][DTS-HD MA 5.1][x264]-PiGNUS.mkv,4218,1080p/Bluray/DTS-HD MA/AVC,16.81,/mnt/synology/rs-movies/The Iron Claw (2023)/The Iron Claw (2023) {tmdb-850165} - [Bluray-1080p][DTS-HD MA 5.1][x264]-PiGNUS.mkv
/mnt/synology/rs-movies/The Iron Claw (2023),REMOVE,The Iron Claw (2023) {tmdb-850165} - [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,3745,1080p/WEBDL/Atmos/AVC,9.53,/mnt/synology/rs-movies/The Iron Claw (2023)/The Iron Claw (2023) {tmdb-850165} - [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv
/mnt/synology/rs-movies/The Killing Fields (1984),KEEP,The Killing Fields (1984) {tmdb-625} - [Bluray-1080p][EAC3 5.1][x264]-EA.mkv,3987,1080p/Bluray/DD+/AVC,18.78,/mnt/synology/rs-movies/The Killing Fields (1984)/The Killing Fields (1984) {tmdb-625} - [Bluray-1080p][EAC3 5.1][x264]-EA.mkv
/mnt/synology/rs-movies/The Killing Fields (1984),REMOVE,The Killing Fields (1984) {tmdb-625} - [Bluray-1080p][DTS 5.1][x264]-TiMELORDS.mkv,3959,1080p/Bluray/DTS/AVC,10.94,/mnt/synology/rs-movies/The Killing Fields (1984)/The Killing Fields (1984) {tmdb-625} - [Bluray-1080p][DTS 5.1][x264]-TiMELORDS.mkv
