title,show_folder,filename,path,relative_path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps,tvdb_id,tmdb_id,imdb_id,year,season,episode,episode_title
E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial (1982) {tmdb-601} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-DEPTH.mkv,/mnt/synology/rs-4kmedia/4kmovies/E.T. the Extra-Terrestrial (1982)/E.T. the Extra-Terrestrial (1982) {tmdb-601} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-DEPTH.mkv,E.T. the Extra-Terrestrial (1982)/E.T. the Extra-Terrestrial (1982) {tmdb-601} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-DEPTH.mkv,31756773537,29.58,2160p,3840,2076,H.265,DTS:X,HDR10,BluRay,,114.5,36.99,,601,,1982,,,
Earth One Amazing Day (2017),Earth One Amazing Day (2017),Earth One Amazing Day (2017) {tmdb-464593} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,/mnt/synology/rs-4kmedia/4kmovies/Earth One Amazing Day (2017)/Earth One Amazing Day (2017) {tmdb-464593} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,Earth One Amazing Day (2017)/Earth One Amazing Day (2017) {tmdb-464593} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,46699745404,43.49,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,93.7,66.43,,464593,,2017,,,
Edge of Tomorrow (2014),Edge of Tomorrow (2014),Edge of Tomorrow (2014) {tmdb-137113} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Edge of Tomorrow (2014)/Edge of Tomorrow (2014) {tmdb-137113} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,Edge of Tomorrow (2014)/Edge of Tomorrow (2014) {tmdb-137113} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,39542871231,36.83,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,113.5,46.47,,137113,,2014,,,
Furious 7 (2015),Furious 7 (2015),Furious 7 (2015) {tmdb-168259} - [Remux-2160p][DTS-HD MA 7.1][HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Furious 7 (2015)/Furious 7 (2015) {tmdb-168259} - [Remux-2160p][DTS-HD MA 7.1][HDR10][h265].mkv,Furious 7 (2015)/Furious 7 (2015) {tmdb-168259} - [Remux-2160p][DTS-HD MA 7.1][HDR10][h265].mkv,49275282340,45.89,2160p,3840,2160,H.265,DTS-HD,HDR10,Remux,,139.9,46.96,,168259,,2015,,,
Ghostbusters (1984),Ghostbusters (1984),Ghostbusters (1984) {tmdb-620} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,/mnt/synology/rs-4kmedia/4kmovies/Ghostbusters (1984)/Ghostbusters (1984) {tmdb-620} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,Ghostbusters (1984)/Ghostbusters (1984) {tmdb-620} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,51038356876,47.53,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,105.1,64.73,,620,,1984,,,
Ghostbusters Afterlife (2021),Ghostbusters Afterlife (2021),Ghostbusters Afterlife (2021) {tmdb-425909} - [WEBDL-2160p][EAC3 Atmos 5.1][HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Ghostbusters Afterlife (2021)/Ghostbusters Afterlife (2021) {tmdb-425909} - [WEBDL-2160p][EAC3 Atmos 5.1][HDR10][h265].mkv,Ghostbusters Afterlife (2021)/Ghostbusters Afterlife (2021) {tmdb-425909} - [WEBDL-2160p][EAC3 Atmos 5.1][HDR10][h265].mkv,14051328124,13.09,2160p,3840,1592,H.265,DD+,HDR10,WEB-DL,,123.9,15.12,,425909,,2021,,,
Gladiator (2000),Gladiator (2000),Gladiator (2000) {tmdb-98} - {edition-Extended} [Remux-2160p][DTS-X 7.1][HDR10][HEVC]-FraMeSToR.mkv,/mnt/synology/rs-4kmedia/4kmovies/Gladiator (2000)/Gladiator (2000) {tmdb-98} - {edition-Extended} [Remux-2160p][DTS-X 7.1][HDR10][HEVC]-FraMeSToR.mkv,Gladiator (2000)/Gladiator (2000) {tmdb-98} - {edition-Extended} [Remux-2160p][DTS-X 7.1][HDR10][HEVC]-FraMeSToR.mkv,61270644150,57.06,2160p,3840,2160,H.265,DTS:X,HDR10,Remux,,170.9,47.79,,98,,2000,,,
Godzilla King of the Monsters (2019),Godzilla King of the Monsters (2019),Godzilla King of the Monsters (2019) {tmdb-373571} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HDChina.mkv,/mnt/synology/rs-4kmedia/4kmovies/Godzilla King of the Monsters (2019)/Godzilla King of the Monsters (2019) {tmdb-373571} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HDChina.mkv,Godzilla King of the Monsters (2019)/Godzilla King of the Monsters (2019) {tmdb-373571} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HDChina.mkv,31882560385,29.69,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,131.7,32.27,,373571,,2019,,,
Guardians of the Galaxy (2014),Guardians of the Galaxy (2014),Guardians of the Galaxy (2014) {tmdb-118340} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Guardians of the Galaxy (2014)/Guardians of the Galaxy (2014) {tmdb-118340} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,Guardians of the Galaxy (2014)/Guardians of the Galaxy (2014) {tmdb-118340} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,15983422803,14.89,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,120.8,17.63,,118340,,2014,,,
Guardians of the Galaxy Vol. 2 (2017),Guardians of the Galaxy Vol. 2 (2017),Guardians of the Galaxy Vol. 2 (2017) {tmdb-283995} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,/mnt/synology/rs-4kmedia/4kmovies/Guardians of the Galaxy Vol. 2 (2017)/Guardians of the Galaxy Vol. 2 (2017) {tmdb-283995} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,Guardians of the Galaxy Vol. 2 (2017)/Guardians of the Galaxy Vol. 2 (2017) {tmdb-283995} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,19054551239,17.75,2160p,3840,1604,H.265,TrueHD,HDR10,BluRay,,135.8,18.71,,283995,,2017,,,
Hacksaw Ridge (2016),Hacksaw Ridge (2016),Hacksaw Ridge (2016) {tmdb-324786} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,/mnt/synology/rs-4kmedia/4kmovies/Hacksaw Ridge (2016)/Hacksaw Ridge (2016) {tmdb-324786} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,Hacksaw Ridge (2016)/Hacksaw Ridge (2016) {tmdb-324786} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,18380179373,17.12,2160p,3840,1610,H.265,TrueHD,HDR10,BluRay,,139.3,17.59,,324786,,2016,,,
Heat (1995),Heat (1995),Heat (1995) {tmdb-949} - {edition-Directors} [WEBDL-2160p][DTS-HD MA 5.1][HDR10][HEVC]-BLUTONiUM.mkv,/mnt/synology/rs-4kmedia/4kmovies/Heat (1995)/Heat (1995) {tmdb-949} - {edition-Directors} [WEBDL-2160p][DTS-HD MA 5.1][HDR10][HEVC]-BLUTONiUM.mkv,Heat (1995)/Heat (1995) {tmdb-949} - {edition-Directors} [WEBDL-2160p][DTS-HD MA 5.1][HDR10][HEVC]-BLUTONiUM.mkv,37818604058,35.22,2160p,3840,2160,H.265,DTS-HD,HDR10,WEB-DL,,170.4,29.59,,949,,1995,,,
Highlander (1986),Highlander (1986),Highlander (1986) {tmdb-8009} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-W4NK3R.mkv,/mnt/synology/rs-4kmedia/4kmovies/Highlander (1986)/Highlander (1986) {tmdb-8009} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-W4NK3R.mkv,Highlander (1986)/Highlander (1986) {tmdb-8009} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-W4NK3R.mkv,54649057706,50.9,2160p,3840,2076,H.265,DTS-HD,DV HDR10,BluRay,,116.8,62.41,,8009,,1986,,,
Inception (2010),Inception (2010),Inception (2010) {tmdb-27205} - [Bluray-2160p][DTS-HD MA 5.1][PQ][x265]-TERMiNAL.mkv,/mnt/synology/rs-4kmedia/4kmovies/Inception (2010)/Inception (2010) {tmdb-27205} - [Bluray-2160p][DTS-HD MA 5.1][PQ][x265]-TERMiNAL.mkv,Inception (2010)/Inception (2010) {tmdb-27205} - [Bluray-2160p][DTS-HD MA 5.1][PQ][x265]-TERMiNAL.mkv,25738220656,23.97,2160p,3840,1598,H.265,DTS-HD,,BluRay,,148.1,23.17,,27205,,2010,,,
Independence Day (1996),Independence Day (1996),Independence Day (1996) {tmdb-602} - [Remux-2160p Proper][DTS-X 7.1][HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Independence Day (1996)/Independence Day (1996) {tmdb-602} - [Remux-2160p Proper][DTS-X 7.1][HDR10][h265].mkv,Independence Day (1996)/Independence Day (1996) {tmdb-602} - [Remux-2160p Proper][DTS-X 7.1][HDR10][h265].mkv,46506723876,43.31,2160p,3840,2160,H.265,DTS:X,HDR10,Remux,,153.6,40.38,,602,,1996,,,
Indiana Jones and the Kingdom of the Crystal Skull (2008),Indiana Jones and the Kingdom of the Crystal Skull (2008),Indiana Jones and the Kingdom of the Crystal Skull (2008) {tmdb-217} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-10bit-HDS.mkv,/mnt/synology/rs-4kmedia/4kmovies/Indiana Jones and the Kingdom of the Crystal Skull (2008)/Indiana Jones and the Kingdom of the Crystal Skull (2008) {tmdb-217} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-10bit-HDS.mkv,Indiana Jones and the Kingdom of the Crystal Skull (2008)/Indiana Jones and the Kingdom of the Crystal Skull (2008) {tmdb-217} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-10bit-HDS.mkv,20947749223,19.51,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,122.5,22.8,,217,,2008,,,
Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade (1989) {tmdb-89} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Indiana Jones and the Last Crusade (1989)/Indiana Jones and the Last Crusade (1989) {tmdb-89} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,Indiana Jones and the Last Crusade (1989)/Indiana Jones and the Last Crusade (1989) {tmdb-89} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,55349196069,51.55,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,126.9,58.17,,89,,1989,,,
Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom (1984) {tmdb-87} - [Bluray-2160p][AC3 5.1][HDR10][x265]-seskapile.mkv,/mnt/synology/rs-4kmedia/4kmovies/Indiana Jones and the Temple of Doom (1984)/Indiana Jones and the Temple of Doom (1984) {tmdb-87} - [Bluray-2160p][AC3 5.1][HDR10][x265]-seskapile.mkv,Indiana Jones and the Temple of Doom (1984)/Indiana Jones and the Temple of Doom (1984) {tmdb-87} - [Bluray-2160p][AC3 5.1][HDR10][x265]-seskapile.mkv,34590806518,32.22,2160p,3840,1634,H.265,DD,HDR10,BluRay,,118.4,38.94,,87,,1984,,,
Interstellar (2014),Interstellar (2014),Interstellar (2014) {tmdb-157336} - [Bluray-2160p][DTS-HD MA 5.1][HDR10][x265]-TERMiNAL.mkv,/mnt/synology/rs-4kmedia/4kmovies/Interstellar (2014)/Interstellar (2014) {tmdb-157336} - [Bluray-2160p][DTS-HD MA 5.1][HDR10][x265]-TERMiNAL.mkv,Interstellar (2014)/Interstellar (2014) {tmdb-157336} - [Bluray-2160p][DTS-HD MA 5.1][HDR10][x265]-TERMiNAL.mkv,35793421662,33.34,2160p,3840,2160,H.265,DTS-HD,HDR10,BluRay,,169.1,28.23,,157336,,2014,,,
Iron Man (2008),Iron Man (2008),Iron Man (2008) {tmdb-1726} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,/mnt/synology/rs-4kmedia/4kmovies/Iron Man (2008)/Iron Man (2008) {tmdb-1726} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,Iron Man (2008)/Iron Man (2008) {tmdb-1726} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,18562287106,17.29,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,126.0,19.64,,1726,,2008,,,
Iron Man 2 (2010),Iron Man 2 (2010),Iron Man 2 (2010) {tmdb-10138} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,/mnt/synology/rs-4kmedia/4kmovies/Iron Man 2 (2010)/Iron Man 2 (2010) {tmdb-10138} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,Iron Man 2 (2010)/Iron Man 2 (2010) {tmdb-10138} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,21455014538,19.98,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,124.7,22.95,,10138,,2010,,,
Iron Man 3 (2013),Iron Man 3 (2013),Iron Man 3 (2013) {tmdb-68721} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Iron Man 3 (2013)/Iron Man 3 (2013) {tmdb-68721} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,Iron Man 3 (2013)/Iron Man 3 (2013) {tmdb-68721} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,18107178691,16.86,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,130.5,18.5,,68721,,2013,,,
Jaws (1975),Jaws (1975),Jaws (1975) {tmdb-578} - [Remux-2160p][TrueHD Atmos 7.1][HDR10Plus][HEVC]-FraMeSToR.mkv,/mnt/synology/rs-4kmedia/4kmovies/Jaws (1975)/Jaws (1975) {tmdb-578} - [Remux-2160p][TrueHD Atmos 7.1][HDR10Plus][HEVC]-FraMeSToR.mkv,Jaws (1975)/Jaws (1975) {tmdb-578} - [Remux-2160p][TrueHD Atmos 7.1][HDR10Plus][HEVC]-FraMeSToR.mkv,70850991846,65.99,2160p,3840,2160,H.265,TrueHD,HDR10+,Remux,,123.9,76.22,,578,,1975,,,
John Wick (2014),John Wick (2014),John Wick (2014) {tmdb-245891} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,/mnt/synology/rs-4kmedia/4kmovies/John Wick (2014)/John Wick (2014) {tmdb-245891} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,John Wick (2014)/John Wick (2014) {tmdb-245891} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,20611078824,19.2,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,101.2,27.16,,245891,,2014,,,
John Wick Chapter 2 (2017),John Wick Chapter 2 (2017),John Wick Chapter 2 (2017) {tmdb-324552} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-4K4U.mkv,/mnt/synology/rs-4kmedia/4kmovies/John Wick Chapter 2 (2017)/John Wick Chapter 2 (2017) {tmdb-324552} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-4K4U.mkv,John Wick Chapter 2 (2017)/John Wick Chapter 2 (2017) {tmdb-324552} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-4K4U.mkv,75856633549,70.65,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,122.4,82.64,,324552,,2017,,,
John Wick Chapter 3 Parabellum (2019),John Wick Chapter 3 Parabellum (2019),John Wick Chapter 3 Parabellum (2019) {tmdb-458156} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/John Wick Chapter 3 Parabellum (2019)/John Wick Chapter 3 Parabellum (2019) {tmdb-458156} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,John Wick Chapter 3 Parabellum (2019)/John Wick Chapter 3 Parabellum (2019) {tmdb-458156} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,36121444057,33.64,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,130.8,36.83,,458156,,2019,,,
Joker (2019),Joker (2019),Joker (2019) {tmdb-475557} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,/mnt/synology/rs-4kmedia/4kmovies/Joker (2019)/Joker (2019) {tmdb-475557} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,Joker (2019)/Joker (2019) {tmdb-475557} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,50085957811,46.65,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,121.8,54.82,,475557,,2019,,,
Jungle Cruise (2021),Jungle Cruise (2021),Jungle Cruise (2021) {tmdb-451048} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Jungle Cruise (2021)/Jungle Cruise (2021) {tmdb-451048} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,Jungle Cruise (2021)/Jungle Cruise (2021) {tmdb-451048} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,56642873991,52.75,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,127.3,59.32,,451048,,2021,,,
Jurassic Park (1993),Jurassic Park (1993),Jurassic Park (1993) {tmdb-329} - [Bluray-2160p][TrueHD Atmos 7.1][DV][x265]-HDH.mkv,/mnt/synology/rs-4kmedia/4kmovies/Jurassic Park (1993)/Jurassic Park (1993) {tmdb-329} - [Bluray-2160p][TrueHD Atmos 7.1][DV][x265]-HDH.mkv,Jurassic Park (1993)/Jurassic Park (1993) {tmdb-329} - [Bluray-2160p][TrueHD Atmos 7.1][DV][x265]-HDH.mkv,26056139310,24.27,2160p,3840,2160,H.265,TrueHD,DV,BluRay,,126.5,27.47,,329,,1993,,,
Jurassic World Dominion (2022),Jurassic World Dominion (2022),Jurassic World Dominion (2022) {tmdb-507086} - [WEBDL-2160p][EAC3 Atmos 5.1][DV][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Jurassic World Dominion (2022)/Jurassic World Dominion (2022) {tmdb-507086} - [WEBDL-2160p][EAC3 Atmos 5.1][DV][h265].mkv,Jurassic World Dominion (2022)/Jurassic World Dominion (2022) {tmdb-507086} - [WEBDL-2160p][EAC3 Atmos 5.1][DV][h265].mkv,27822721995,25.91,2160p,3840,1918,H.265,DD+,DV,WEB-DL,,147.0,25.24,,507086,,2022,,,
Kingdom of Heaven (2005),Kingdom of Heaven (2005),Kingdom of Heaven (2005) {tmdb-1495} - {edition-Theatrical} [WEBDL-2160p][EAC3 5.1][HDR10][h265]-SMURF.mkv,/mnt/synology/rs-4kmedia/4kmovies/Kingdom of Heaven (2005)/Kingdom of Heaven (2005) {tmdb-1495} - {edition-Theatrical} [WEBDL-2160p][EAC3 5.1][HDR10][h265]-SMURF.mkv,Kingdom of Heaven (2005)/Kingdom of Heaven (2005) {tmdb-1495} - {edition-Theatrical} [WEBDL-2160p][EAC3 5.1][HDR10][h265]-SMURF.mkv,17808565101,16.59,2160p,3840,2160,H.265,DD+,HDR10,WEB-DL,,144.6,16.42,,1495,,2005,,,
Kong Skull Island (2017),Kong Skull Island (2017),Kong Skull Island (2017) {tmdb-293167} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,/mnt/synology/rs-4kmedia/4kmovies/Kong Skull Island (2017)/Kong Skull Island (2017) {tmdb-293167} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,Kong Skull Island (2017)/Kong Skull Island (2017) {tmdb-293167} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,26161201735,24.36,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,118.4,29.45,,293167,,2017,,,
Logan (2017),Logan (2017),Logan (2017) {tmdb-263115} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,/mnt/synology/rs-4kmedia/4kmovies/Logan (2017)/Logan (2017) {tmdb-263115} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,Logan (2017)/Logan (2017) {tmdb-263115} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,15936276644,14.84,2160p,3840,1608,H.265,TrueHD,HDR10,BluRay,,137.4,15.47,,263115,,2017,,,
Mad Max Fury Road (2015),Mad Max Fury Road (2015),Mad Max Fury Road (2015) {tmdb-76341} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-BluDragon.mkv,/mnt/synology/rs-4kmedia/4kmovies/Mad Max Fury Road (2015)/Mad Max Fury Road (2015) {tmdb-76341} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-BluDragon.mkv,Mad Max Fury Road (2015)/Mad Max Fury Road (2015) {tmdb-76341} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-BluDragon.mkv,45422906038,42.3,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,120.4,50.32,,76341,,2015,,,
Man of Steel (2013),Man of Steel (2013),Man of Steel (2013) {tmdb-49521} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Man of Steel (2013)/Man of Steel (2013) {tmdb-49521} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,Man of Steel (2013)/Man of Steel (2013) {tmdb-49521} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,51532340895,47.99,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,143.0,48.05,,49521,,2013,,,
Master and Commander The Far Side of the World (2003),Master and Commander The Far Side of the World (2003),Master and Commander The Far Side of the World (2003) {tmdb-8619} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Master and Commander The Far Side of the World (2003)/Master and Commander The Far Side of the World (2003) {tmdb-8619} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,Master and Commander The Far Side of the World (2003)/Master and Commander The Far Side of the World (2003) {tmdb-8619} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,44123422249,41.09,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,138.4,42.52,,8619,,2003,,,
Mission Impossible (1996),Mission Impossible (1996),Mission Impossible (1996) {tmdb-954} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,/mnt/synology/rs-4kmedia/4kmovies/Mission Impossible (1996)/Mission Impossible (1996) {tmdb-954} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,Mission Impossible (1996)/Mission Impossible (1996) {tmdb-954} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,34869193363,32.47,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,110.2,42.18,,954,,1996,,,
Mission Impossible Dead Reckoning Part One (2023),Mission Impossible Dead Reckoning Part One (2023),Mission Impossible Dead Reckoning Part One (2023) {tmdb-575264} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,/mnt/synology/rs-4kmedia/4kmovies/Mission Impossible Dead Reckoning Part One (2023)/Mission Impossible Dead Reckoning Part One (2023) {tmdb-575264} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,Mission Impossible Dead Reckoning Part One (2023)/Mission Impossible Dead Reckoning Part One (2023) {tmdb-575264} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,50455600294,46.99,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,163.4,41.16,,575264,,2023,,,
Mortal Kombat (2021),Mortal Kombat (2021),Mortal Kombat (2021) {tmdb-460465} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-LEGi0N.mkv,/mnt/synology/rs-4kmedia/4kmovies/Mortal Kombat (2021)/Mortal Kombat (2021) {tmdb-460465} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-LEGi0N.mkv,Mortal Kombat (2021)/Mortal Kombat (2021) {tmdb-460465} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-LEGi0N.mkv,29145926397,27.14,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,110.1,35.31,,460465,,2021,,,
Napoleon (2023),Napoleon (2023),Napoleon (2023) {tmdb-753342} - {edition-Directors Cut} [ATVP][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,/mnt/synology/rs-4kmedia/4kmovies/Napoleon (2023)/Napoleon (2023) {tmdb-753342} - {edition-Directors Cut} [ATVP][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,Napoleon (2023)/Napoleon (2023) {tmdb-753342} - {edition-Directors Cut} [ATVP][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,37161578663,34.61,2160p,3840,1608,H.265,DD+,DV HDR10,WEB-DL,,204.8,24.19,,753342,,2023,,,
Oblivion (2013),Oblivion (2013),Oblivion (2013) {tmdb-75612} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,/mnt/synology/rs-4kmedia/4kmovies/Oblivion (2013)/Oblivion (2013) {tmdb-75612} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,Oblivion (2013)/Oblivion (2013) {tmdb-75612} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,56243058643,52.38,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,124.6,60.18,,75612,,2013,,,
